env_ID,reference_ID,continent,country,region,site_year_ID,EDH35_total,Label_of_control_treatment,Label_of_N_addition_treatment,N_rate,region_N_label,N_rate_cluster,mean_c,sd_c,n_c,mean_t,sd_t,n_t,lnRR,Effect,AEN,Nc,q05,q95,keep
2015_06_14_36.18_117.1,129,Asia,China,North China Plain,444,3.70445,N0,N185,185,RN,100_200,10.1,,3,13.3,,3,0.275228611,31.68316832,17.2972973,3.89932697700505,0.096776351,1.1064629539,True
2016_06_13_36.18_117.1,129,Asia,China,North China Plain,445,0,N0,N185,185,RN,100_200,11.2,,3,14.4,,3,0.251314428,28.57142857,17.2972973,3.89932697700505,0.1249129257,1.25624785795,True
2018_06_11_34.3_108.4,130,Asia,China,Northwest China,446,6.23544,N0,N180,180,RN,100_200,6.2467,,3,9.6712,,3,0.437099073,54.82094546,19.025,-1.10067302299495,0.096776351,1.1064629539,True
2018_06_11_34.3_108.4,130,Asia,China,Northwest China,446,6.23544,N0,N180,180,RN,100_200,6.2642,,3,9.7093,,3,0.438233302,54.99664762,19.13944444,-1.10067302299495,0.096776351,1.1064629539,True
2019_06_14_34.3_108.4,130,Asia,China,Northwest China,447,1.35131,N0,N180,180,RN,100_200,5.7255,,3,8.803,,3,0.430162691,53.75076413,17.09722222,-1.10067302299495,0.096776351,1.1064629539,True
2019_06_14_34.3_108.4,130,Asia,China,Northwest China,447,1.35131,N0,N180,180,RN,100_200,5.5468,,3,9.0576,,3,0.490382999,63.29415158,19.50444444,-1.10067302299495,0.096776351,1.1064629539,True
2005_04_27_40.02__92.19,131,North America,USA,North America_Rainfed,448,31.8475,N0,N168,168,RN,100_200,5.360465116,,4,6.76744186,,4,0.233072405,26.2472885,8.374861571,-13.100673022995,0.07061749765,1.28912060785,True
2005_04_27_40.02__92.19,131,North America,USA,North America_Rainfed,448,31.8475,N0,N168,168,RN,100_200,5.360465116,,4,6.860465116,,4,0.246724494,27.98264642,8.928571429,-13.100673022995,0.07061749765,1.28912060785,True
2005_04_27_40.02__92.19,131,North America,USA,North America_Rainfed,448,31.8475,N0,N168,168,RN,100_200,5.360465116,,4,6.941860465,,4,0.25851907,29.5010846,9.413067554,-13.100673022995,0.07061749765,1.28912060785,True
2005_04_27_40.02__92.19,131,North America,USA,North America_Rainfed,448,31.8475,N0,N168,168,RN,100_200,5.360465116,,4,7.337209302,,4,0.31390782,36.87635575,11.76633444,-13.100673022995,0.07061749765,1.28912060785,True
2005_04_27_40.02__92.19,131,North America,USA,North America_Rainfed,448,31.8475,N0,N168,168,RN,100_200,5.279069767,,4,5.76744186,,4,0.088478729,9.251101322,2.906976744,-13.100673022995,0.07061749765,1.28912060785,True
2005_04_27_40.02__92.19,131,North America,USA,North America_Rainfed,448,31.8475,N0,N168,168,RN,100_200,5.279069767,,4,6.465116279,,4,0.202671096,22.46696036,7.059800667,-13.100673022995,0.07061749765,1.28912060785,True
2005_04_27_40.02__92.19,131,North America,USA,North America_Rainfed,448,31.8475,N0,N168,168,RN,100_200,5.186046512,,4,6.76744186,,4,0.266151496,30.49327352,9.413067548,-13.100673022995,0.07061749765,1.28912060785,True
2005_04_27_40.02__92.19,131,North America,USA,North America_Rainfed,448,31.8475,N0,N168,168,RN,100_200,5.186046512,,4,8.546511628,,4,0.499551547,64.79820627,20.00276855,-13.100673022995,0.07061749765,1.28912060785,True
2005_04_27_40.02__92.19,131,North America,USA,North America_Rainfed,448,31.8475,N0,N168,168,RN,100_200,5.186046512,,4,7.604651163,,4,0.382788399,46.63677129,14.39645626,-13.100673022995,0.07061749765,1.28912060785,True
2005_04_27_40.02__92.19,131,North America,USA,North America_Rainfed,448,31.8475,N0,N168,168,RN,100_200,5.186046512,,4,8.476744186,,4,0.49135478,63.45291479,19.58748615,-13.100673022995,0.07061749765,1.28912060785,True
2006_04_13_40.02__92.19,131,North America,USA,North America_Rainfed,449,60.93062,N0,N168,168,RN,100_200,7.081395349,,4,13.89534884,,4,0.674083197,96.22331695,40.55924697,-13.100673022995,0.07061749765,1.28912060785,True
2006_04_13_40.02__92.19,131,North America,USA,North America_Rainfed,449,60.93062,N0,N168,168,RN,100_200,7.081395349,,4,14.53488372,,4,0.719080562,105.2545156,44.36600221,-13.100673022995,0.07061749765,1.28912060785,True
2006_04_13_40.02__92.19,131,North America,USA,North America_Rainfed,449,60.93062,N0,N168,168,RN,100_200,7.081395349,,4,14.6744186,,4,0.728634775,107.2249589,45.19656697,-13.100673022995,0.07061749765,1.28912060785,True
2006_04_13_40.02__92.19,131,North America,USA,North America_Rainfed,449,60.93062,N0,N168,168,RN,100_200,7.081395349,,4,14.72093023,,4,0.731799335,107.8817734,45.47342191,-13.100673022995,0.07061749765,1.28912060785,True
2006_04_13_40.02__92.19,131,North America,USA,North America_Rainfed,449,60.93062,N0,N168,168,RN,100_200,6.720930233,,4,12.84883721,,4,0.648026745,91.17647059,36.47563677,-13.100673022995,0.07061749765,1.28912060785,True
2006_04_13_40.02__92.19,131,North America,USA,North America_Rainfed,449,60.93062,N0,N168,168,RN,100_200,6.720930233,,4,13.65116279,,4,0.708598132,103.1141868,41.25138427,-13.100673022995,0.07061749765,1.28912060785,True
2006_04_13_40.02__92.19,131,North America,USA,North America_Rainfed,449,60.93062,N0,N168,168,RN,100_200,6.720930233,,4,13.88372093,,4,0.725490425,106.5743944,42.63565891,-13.100673022995,0.07061749765,1.28912060785,True
2006_04_13_40.02__92.19,131,North America,USA,North America_Rainfed,449,60.93062,N0,N168,168,RN,100_200,6.720930233,,4,13.58139535,,4,0.703474295,102.0761246,40.83610189,-13.100673022995,0.07061749765,1.28912060785,True
2006_04_13_40.02__92.19,131,North America,USA,North America_Rainfed,449,60.93062,N0,N168,168,RN,100_200,9.441860465,,4,12.8372093,,4,0.307194887,35.96059111,20.21040973,-13.100673022995,0.07061749765,1.28912060785,True
2006_04_13_40.02__92.19,131,North America,USA,North America_Rainfed,449,60.93062,N0,N168,168,RN,100_200,9.441860465,,4,14.94186047,,4,0.459013658,58.25123158,32.73809527,-13.100673022995,0.07061749765,1.28912060785,True
2006_04_13_40.02__92.19,131,North America,USA,North America_Rainfed,449,60.93062,N0,N168,168,RN,100_200,9.441860465,,4,13.79069767,,4,0.378841239,46.05911326,25.88593574,-13.100673022995,0.07061749765,1.28912060785,True
2006_04_13_40.02__92.19,131,North America,USA,North America_Rainfed,449,60.93062,N0,N168,168,RN,100_200,9.441860465,,4,14.76744186,,4,0.447271839,56.40394088,31.69988926,-13.100673022995,0.07061749765,1.28912060785,True
2020_06_20_34.3_108.4,132,Asia,China,Northwest China,450,0.12761,N0,N180,180,RN,100_200,5.22687,0.046263077,3,6.00371,0.455858452,3,0.138564983,14.86243201,4.315777778,-1.10067302299495,0.096776351,1.1064629539,True
2020_06_20_34.3_108.4,132,Asia,China,Northwest China,450,0.12761,N0,N180,180,RN,100_200,5.7611,0.134095374,3,8.05787,0.152299228,3,0.335520825,39.8668657,12.75983333,-1.10067302299495,0.096776351,1.1064629539,True
2020_06_20_34.3_108.4,132,Asia,China,Northwest China,450,0.12761,N0,N180,180,RN,100_200,6.00371,0.298934649,3,8.73148,0.223521157,3,0.374557274,45.43473952,15.15427778,-1.10067302299495,0.096776351,1.1064629539,True
2021_06_20_34.3_108.4,132,Asia,China,Northwest China,451,17.65501,N0,N180,180,RN,100_200,5.04443,0.313431914,3,6.78704,0.199792061,3,0.296730247,34.54523108,9.681166667,-1.10067302299495,0.096776351,1.1064629539,True
2021_06_20_34.3_108.4,132,Asia,China,Northwest China,451,17.65501,N0,N180,180,RN,100_200,5.28983,0.155520842,3,7.09685,0.050194832,3,0.293864914,34.16026602,10.039,-1.10067302299495,0.096776351,1.1064629539,True
2021_06_20_34.3_108.4,132,Asia,China,Northwest China,451,17.65501,N0,N180,180,RN,100_200,5.76943,0.20659902,3,8.2963,0.361912016,3,0.363236343,43.79756752,14.03816667,-1.10067302299495,0.096776351,1.1064629539,True
2022_06_20_34.3_108.4,132,Asia,China,Northwest China,452,155.22095,N0,N180,180,RN,100_200,2.57724,0.130371464,3,3.14883,0.359712312,3,0.200311896,22.17837687,3.1755,-1.10067302299495,0.07061749765,1.28912060785,True
2022_06_20_34.3_108.4,132,Asia,China,Northwest China,452,155.22095,N0,N180,180,RN,100_200,2.854,0.211310199,3,3.58573,0.4697495,3,0.22824056,25.63875263,4.065166667,-1.10067302299495,0.07061749765,1.28912060785,True
2022_06_20_34.3_108.4,132,Asia,China,Northwest China,452,155.22095,N0,N180,180,RN,100_200,4.0685,0.193192947,3,5.36621,0.231523231,3,0.276847505,31.89652206,7.2095,-1.10067302299495,0.07061749765,1.28912060785,True
2016_06_17_37_118.07,133,Asia,China,North China Plain,453,32.79844,N0,N231,231,RN,200_300,7.145419355,0.736847937,3,8.408129032,1.331332472,3,0.162727478,17.6715965,5.466275658,49.899326977005,0.096776351,1.1064629539,True
2017_06_16_37.88_115.7,135,Asia,China,North China Plain,456,168.82401,N0,N225,225,RN,200_300,5.12658,0.591963005,3,6.87342,0.328864487,3,0.293223029,34.07417811,7.763733333,43.899326977005,0.096776351,1.1064629539,True
2017_06_16_37.88_115.7,135,Asia,China,North China Plain,456,168.82401,N0,N225,225,RN,200_300,5.50633,1.05237675,3,7.17722,0.789278233,3,0.265013782,30.34489397,7.426177778,43.899326977005,0.096776351,1.1064629539,True
2017_06_16_37.88_115.7,135,Asia,China,North China Plain,456,168.82401,N0,N225,225,RN,200_300,5.58228,0.328864487,3,7.63291,0.460413746,3,0.312871867,36.73463173,9.113911111,43.899326977005,0.096776351,1.1064629539,True
2018_06_21_37.88_115.7,135,Asia,China,North China Plain,457,125.89755,N0,N225,225,RN,200_300,4.86076,1.11816004,3,5.8481,1.052394071,3,0.184922018,20.31246143,4.388177778,43.899326977005,0.096776351,1.1064629539,True
2019_06_19_37.88_115.7,135,Asia,China,North China Plain,458,156.10907,N0,N225,225,RN,200_300,3.11392,0.197332549,3,3.75949,1.381258558,3,0.188400927,20.73174648,2.8692,43.899326977005,0.096776351,1.1064629539,True
2019_06_19_37.88_115.7,135,Asia,China,North China Plain,458,156.10907,N0,N225,225,RN,200_300,6.56962,0.263098518,3,7.29114,0.131549259,3,0.10420392,10.9826748,3.206755556,43.899326977005,0.096776351,1.1064629539,True
2017_06_15_35.3_113.87,137,Asia,China,North China Plain,460,256.01092,N0,N180,180,RN,100_200,7.61329,1.465176419,3,11.2991,1.569930852,3,0.394827672,48.41284123,20.47672222,-1.10067302299495,0.096776351,1.1064629539,True
2017_06_15_35.13_113.53,137,Asia,China,North China Plain,461,240.68353,N0,N200,200,RN,200_300,8.25688,0.84749246,3,11.4373,1.271152088,3,0.325833152,38.51842342,15.9021,18.899326977005,0.096776351,1.1064629539,True
2015_04_30_36.33_107.35,140,Asia,China,Northwest China,468,0,N0,N200,200,RN,200_300,7.35,,4,12.01666667,,4,0.491594262,63.49206354,23.33333335,18.899326977005,0.1249129257,1.25624785795,True
2015_04_30_36.33_107.35,140,Asia,China,Northwest China,468,0,N0,N200,200,RN,200_300,7,,4,11.2,,4,0.470003629,60,21,18.899326977005,0.1249129257,1.25624785795,True
2015_04_30_36.33_107.35,140,Asia,China,Northwest China,468,0,N0,N200,200,RN,200_300,6.533333333,,4,8.75,,4,0.292136423,33.92857144,11.08333334,18.899326977005,0.1249129257,1.25624785795,True
2016_05_01_36.33_107.35,140,Asia,China,Northwest China,469,0,N0,N200,200,RN,200_300,7.816666667,,4,11.78333333,,4,0.410427897,50.74626861,19.83333332,18.899326977005,0.1249129257,1.25624785795,True
2016_05_01_36.33_107.35,140,Asia,China,Northwest China,469,0,N0,N200,200,RN,200_300,7.116666667,,4,11.43333333,,4,0.474093614,60.65573765,21.58333332,18.899326977005,0.1249129257,1.25624785795,True
2016_05_01_36.33_107.35,140,Asia,China,Northwest China,469,0,N0,N200,200,RN,200_300,6.183333333,,4,9.216666667,,4,0.399155939,49.05660379,15.16666667,18.899326977005,0.1249129257,1.25624785795,True
1990_05_05_43.51_124.81,141,Asia,China,Northeast China,470,0,N0,N165,165,RN,100_200,3.89623,,3,8.38679,,3,0.76664843,115.2539763,27.21551515,-16.100673022995,0.1249129257,1.25624785795,True
1991_05_05_43.51_124.81,141,Asia,China,Northeast China,471,0,N0,N165,165,RN,100_200,4.7217,,3,8.55189,,3,0.593983407,81.11887668,23.21327273,-16.100673022995,0.1249129257,1.25624785795,True
1992_05_05_43.51_124.81,141,Asia,China,Northeast China,472,0,N0,N165,165,RN,100_200,2.54245,,3,6.40566,,3,0.924053791,151.9483176,23.41339394,-16.100673022995,0.1249129257,1.25624785795,True
1993_05_05_43.51_124.81,141,Asia,China,Northeast China,473,0,N0,N165,165,RN,100_200,4.12736,,3,8.02358,,3,0.664746729,94.39981005,23.61345455,-16.100673022995,0.1249129257,1.25624785795,True
1994_05_05_43.51_124.81,141,Asia,China,Northeast China,474,0,N0,N165,165,RN,100_200,4.62264,,3,10.7972,,3,0.848320871,133.5721579,37.42157576,-16.100673022995,0.1249129257,1.25624785795,True
1995_05_05_43.51_124.81,141,Asia,China,Northeast China,475,0,N0,N165,165,RN,100_200,4.0283,,3,9.87264,,3,0.896422844,145.0820445,35.42024242,-16.100673022995,0.1249129257,1.25624785795,True
1996_05_05_43.51_124.81,141,Asia,China,Northeast China,476,0,N0,N165,165,RN,100_200,3.40094,,3,8.91509,,3,0.963693483,162.1360565,33.41909091,-16.100673022995,0.1249129257,1.25624785795,True
1997_05_05_43.51_124.81,141,Asia,China,Northeast China,477,2.2986,N0,N165,165,RN,100_200,3.96226,,3,6.60377,,3,0.510826129,66.66675079,16.00915152,-16.100673022995,0.096776351,1.1064629539,True
1998_05_05_43.51_124.81,141,Asia,China,Northeast China,478,0,N0,N165,165,RN,100_200,3.79717,,3,8.75,,3,0.834797648,130.4347712,30.01715152,-16.100673022995,0.1249129257,1.25624785795,True
1999_05_05_43.51_124.81,141,Asia,China,Northeast China,479,0,N0,N165,165,RN,100_200,3.76415,,3,10.5,,3,1.025853185,178.9474383,40.82333333,-16.100673022995,0.1249129257,1.25624785795,True
2000_05_05_43.51_124.81,141,Asia,China,Northeast China,480,12.64519,N0,N165,165,RN,100_200,3.59906,,3,9.21226,,3,0.939862505,155.9629459,34.01939394,-16.100673022995,0.096776351,1.1064629539,True
2003_05_05_43.51_124.81,141,Asia,China,Northeast China,483,0,N0,N165,165,RN,100_200,3.10377,,3,9.57547,,3,1.126587118,208.5109399,39.22242424,-16.100673022995,0.1249129257,1.25624785795,True
2004_05_05_43.51_124.81,141,Asia,China,Northeast China,484,0,N0,N165,165,RN,100_200,2.41038,,3,7.26415,,3,1.103166879,201.3694936,29.41678788,-16.100673022995,0.1249129257,1.25624785795,True
2005_05_05_43.51_124.81,141,Asia,China,Northeast China,485,0,N0,N165,165,RN,100_200,2.24528,,3,7.66038,,3,1.227231356,241.177047,32.81878788,-16.100673022995,0.1249129257,1.25624785795,True
2006_05_05_43.51_124.81,141,Asia,China,Northeast China,486,0,N0,N165,165,RN,100_200,3.92925,,3,10.6321,,3,0.995429159,170.5885347,40.62333333,-16.100673022995,0.1249129257,1.25624785795,True
2007_05_05_43.51_124.81,141,Asia,China,Northeast China,487,2.05008,N0,N165,165,RN,100_200,3.46698,,3,9.31132,,3,0.987946966,168.5714945,35.42024242,-16.100673022995,0.096776351,1.1064629539,True
2008_05_05_43.51_124.81,141,Asia,China,Northeast China,488,0,N0,N165,165,RN,100_200,3.92925,,3,7.89151,,3,0.69733893,100.8401094,24.01369697,-16.100673022995,0.1249129257,1.25624785795,True
2009_05_05_43.51_124.81,141,Asia,China,Northeast China,489,0,N0,N165,165,RN,100_200,2.83962,,3,7.36321,,3,0.952825739,159.3026532,27.41569697,-16.100673022995,0.1249129257,1.25624785795,True
2010_05_05_43.51_124.81,141,Asia,China,Northeast China,490,8.5481,N0,N165,165,RN,100_200,6.53774,,3,11.8538,,3,0.595056951,81.31342023,32.21854545,-16.100673022995,0.096776351,1.1064629539,True
2011_05_05_43.51_124.81,141,Asia,China,Northeast China,491,0,N0,N165,165,RN,100_200,4.32547,,3,10.7311,,3,0.908625263,148.0909589,38.822,-16.100673022995,0.1249129257,1.25624785795,True
1997_05_07_40.78__98.74,143,North America,USA,North America_Irrigated,494,10.27221,N0,N269,269,RN,200_300,4.498064516,,3,8.092903226,,3,0.587340336,79.91967872,13.36371268,87.899326977005,0.096776351,1.1064629539,True
1997_05_07_40.78__98.74,143,North America,USA,North America_Irrigated,494,10.27221,N0,N269,269,RN,200_300,3.956129032,,3,9.050322581,,3,0.827534371,128.7671233,18.93752249,87.899326977005,0.096776351,1.1064629539,True
1997_05_07_40.78__98.74,143,North America,USA,North America_Irrigated,494,10.27221,N0,N269,269,RN,200_300,4.949677419,,3,9.944516129,,3,0.69769885,100.9124088,18.56817364,87.899326977005,0.096776351,1.1064629539,True
1998_05_05_40.78__98.74,143,North America,USA,North America_Irrigated,495,13.83763,N0,N269,269,RN,200_300,3.31483871,,3,7.469677419,,3,0.812442847,125.3405994,15.44549706,87.899326977005,0.096776351,1.1064629539,True
1998_05_05_40.78__98.74,143,North America,USA,North America_Irrigated,495,13.83763,N0,N269,269,RN,200_300,3.68516129,,3,8.011612903,,3,0.776577808,117.4019608,16.08346325,87.899326977005,0.096776351,1.1064629539,True
1998_05_05_40.78__98.74,143,North America,USA,North America_Irrigated,495,13.83763,N0,N269,269,RN,200_300,3.215483871,,3,8.824516129,,3,1.009555921,174.4382022,20.85142103,87.899326977005,0.096776351,1.1064629539,True
2011_04_12_42.03__0.57,144,Europe,Spain,Europe,498,36.80672,N0,N300,300,RN,300_400,9.92,,4,15.12,,4,0.421465449,52.41935484,17.33333333,118.899326977005,0.07061749765,1.28912060785,True
2011_04_28_39.05__2.08,144,Europe,Spain,Europe,499,38.45794,N0,N306,306,RN,300_400,8.57,,4,16.03,,4,0.626194234,87.04784131,24.37908497,124.899326977005,0.096776351,1.1064629539,True
2011_04_28_39.05__2.08,144,Europe,Spain,Europe,499,38.45794,N0,N300,300,RN,300_400,8.57,,4,14.66,,4,0.536854964,71.06184364,20.3,118.899326977005,0.096776351,1.1064629539,True
2012_04_26_42.03__0.57,144,Europe,Spain,Europe,500,149.77946,N0,N300,300,RN,300_400,7.66,,4,15.29,,4,0.691187036,99.60835509,25.43333333,118.899326977005,0.07061749765,1.28912060785,True
2016_06_16_37.2_117.88,145,Asia,China,North China Plain,501,21.7532,N0,N180,180,RN,100_200,7.98,,3,9.46,,3,0.170133972,18.54636591,8.222222222,-1.10067302299495,0.096776351,1.1064629539,True
2017_06_26_37.2_117.88,145,Asia,China,North China Plain,502,56.96707,N0,N180,180,RN,100_200,7.61,,3,9.17,,3,0.186474114,20.49934297,8.666666667,-1.10067302299495,0.096776351,1.1064629539,True
2017_05_16_31.58_105.05,147,Asia,China,Southwest China,505,63.1059,N0,N120,120,RN,100_200,7.48624,1.509586202,3,8.0367,0.079449171,3,0.070951882,7.352956892,4.587166667,-61.100673022995,0.07061749765,1.28912060785,True
2017_05_16_31.58_105.05,147,Asia,China,Southwest China,505,63.1059,N0,N180,180,RN,100_200,7.48624,1.509586202,3,8.26606,0.317796682,3,0.099091306,10.41671119,4.332333333,-1.10067302299495,0.07061749765,1.28912060785,True
2017_05_16_31.58_105.05,147,Asia,China,Southwest China,505,63.1059,N0,N180,180,RN,100_200,8.40367,0.556161514,3,9.68807,1.271204049,3,0.142226716,15.28379863,7.135555556,-1.10067302299495,0.07061749765,1.28912060785,True
2017_05_16_31.58_105.05,147,Asia,China,Southwest China,505,63.1059,N0,N180,180,RN,100_200,9.59633,0.476712344,3,11.2018,0.238330191,3,0.154693746,16.73004159,8.919277778,-1.10067302299495,0.07061749765,1.28912060785,True
2018_05_13_31.58_105.05,147,Asia,China,Southwest China,506,11.08399,N0,N120,120,RN,100_200,6.20183,0.079466491,3,6.66055,0.079449171,3,0.071357654,7.396526509,3.822666667,-61.100673022995,0.07061749765,1.28912060785,True
2018_05_13_31.58_105.05,147,Asia,China,Southwest China,506,11.08399,N0,N180,180,RN,100_200,6.20183,0.079466491,3,7.07339,0.079466491,3,0.131495446,14.05327137,4.842,-1.10067302299495,0.07061749765,1.28912060785,True
2019_05_10_31.58_105.05,147,Asia,China,Southwest China,507,26.9304,N0,N180,180,RN,100_200,6.98165,0.317814003,3,7.62385,0.158915662,3,0.087996213,9.198398659,3.567777778,-1.10067302299495,0.07061749765,1.28912060785,True
2019_05_10_31.58_105.05,147,Asia,China,Southwest China,507,26.9304,N0,N120,120,RN,100_200,7.21101,0.238347512,3,7.89908,0.635628005,3,0.091137272,9.541936566,5.733916667,-61.100673022995,0.07061749765,1.28912060785,True
2019_05_10_31.58_105.05,147,Asia,China,Southwest China,507,26.9304,N0,N180,180,RN,100_200,7.21101,0.238347512,3,8.44954,0.794526346,3,0.158502977,17.17554129,6.880722222,-1.10067302299495,0.07061749765,1.28912060785,True
2019_05_10_31.58_105.05,147,Asia,China,Southwest China,507,26.9304,N0,N120,120,RN,100_200,7.3945,0.953407367,3,8.17431,0.476712344,3,0.100259829,10.54581108,6.498416667,-61.100673022995,0.07061749765,1.28912060785,True
2019_05_10_31.58_105.05,147,Asia,China,Southwest China,507,26.9304,N0,N180,180,RN,100_200,7.3945,0.953407367,3,8.31193,0.556161514,3,0.116955352,12.40692407,5.096833333,-1.10067302299495,0.07061749765,1.28912060785,True
2020_05_10_45.28_125.45,148,Asia,China,Northeast China,508,0,N0,N150,150,RN,100_200,7.6,,3,11.7,,3,0.431440595,53.94736842,27.33333333,-31.100673022995,0.1249129257,1.25624785795,True
2020_05_10_45.28_125.45,148,Asia,China,Northeast China,508,0,N0,N210,210,RN,200_300,7.6,,3,12.6,,3,0.505548567,65.78947368,23.80952381,28.899326977005,0.1249129257,1.25624785795,True
2021_05_13_45.28_125.45,148,Asia,China,Northeast China,509,0,N0,N150,150,RN,100_200,6.9,,3,11.9,,3,0.545016989,72.46376812,33.33333333,-31.100673022995,0.1249129257,1.25624785795,True
2021_05_13_45.28_125.45,148,Asia,China,Northeast China,509,0,N0,N210,210,RN,200_300,6.9,,3,12.9,,3,0.6257059,86.95652174,28.57142857,28.899326977005,0.1249129257,1.25624785795,True
2008_10_20__34.07_151.15,149,Asia,Australia,South Asia,510,0,N0,N79,79,RN,0_100,9.255,,4,11.466,,4,0.214222188,23.8897893,27.98734177,-102.100673022995,0.1249129257,1.25624785795,True
2008_11_03__34.07_151.15,149,Asia,Australia,South Asia,510,0,N0,N79,79,RN,0_100,8.067,,4,12.172,,4,0.411356566,50.88632701,51.96202532,-102.100673022995,0.1249129257,1.25624785795,True
2007_06_15_35.1_113.7,150,Asia,China,North China Plain,511,7.29592,N0,N240,240,RN,200_300,9.114,,3,10.8311,,3,0.172609933,18.84024578,7.154583333,58.899326977005,0.096776351,1.1064629539,True
2008_06_15_35.1_113.7,150,Asia,China,North China Plain,512,33.53672,N0,N240,240,RN,200_300,5.7972,,3,9.5005,,3,0.493969386,63.88083903,15.43041667,58.899326977005,0.096776351,1.1064629539,True
2009_06_15_35.1_113.7,150,Asia,China,North China Plain,513,219.00123,N0,N240,240,RN,200_300,7.2938,,3,9.0577,,3,0.216590552,24.18355315,7.349583333,58.899326977005,0.096776351,1.1064629539,True
2013_05_25_40.65__105,152,North America,USA,North America_Irrigated,515,0.1258,N0,N202,202,RN,200_300,5.143870968,,3,10.1323871,,3,0.677931034,96.9798069,24.69562442,20.899326977005,0.096776351,1.1064629539,True
2013_05_25_40.65__105,152,North America,USA,North America_Irrigated,515,0.1258,N0,N247,247,RN,200_300,5.143870968,,3,9.956258065,,3,0.660395402,93.55575066,19.48334857,65.899326977005,0.096776351,1.1064629539,True
2014_05_25_40.65__105,152,North America,USA,North America_Irrigated,516,0.28427,N0,N202,202,RN,200_300,4.472774194,,3,8.932903226,,3,0.69173261,99.71728593,22.07984669,20.899326977005,0.096776351,1.1064629539,True
2014_05_25_40.65__105,152,North America,USA,North America_Irrigated,516,0.28427,N0,N247,247,RN,200_300,4.472774194,,3,8.882322581,,3,0.686054234,98.58642971,17.85242262,65.899326977005,0.096776351,1.1064629539,True
2017_05_02_45.83_126.65,154,Asia,China,Northeast China,521,0,N0,N180,180,RN,100_200,5.756013333,1.548775644,3,11.3402,2.012963817,3,0.678108829,97.01483204,31.02325926,-1.10067302299495,0.1249129257,1.25624785795,True
2018_05_08_45.83_126.65,154,Asia,China,Northeast China,522,15.48865,N0,N180,180,RN,100_200,5.06873,1.20275,3,10.28066667,1.461341799,3,0.707174816,102.8252969,28.95520372,-1.10067302299495,0.096776351,1.1064629539,True
2020_05_01_45.83_126.65,154,Asia,China,Northeast China,524,0,N0,N180,180,RN,100_200,2.795313333,0.515820546,3,9.277943333,1.46892511,3,1.199695693,231.9106743,36.01461111,-1.10067302299495,0.1249129257,1.25624785795,True
2009_06_15_34.78_117.15,155,Asia,China,North China Plain,525,11.47424,N0,N180,180,RN,100_200,6.085,,3,9.403,,3,0.435202061,54.52752671,18.43333333,-1.10067302299495,0.096776351,1.1064629539,True
2010_06_15_34.78_117.15,155,Asia,China,North China Plain,526,20.31396,N0,N180,180,RN,100_200,4.895,,3,10.267,,3,0.740720592,109.7446374,29.84444444,-1.10067302299495,0.096776351,1.1064629539,True
2011_06_15_34.78_117.15,155,Asia,China,North China Plain,527,0.37844,N0,N180,180,RN,100_200,4.736,,3,7.247,,3,0.425394693,53.01942568,13.95,-1.10067302299495,0.096776351,1.1064629539,True
2012_06_15_34.78_117.15,155,Asia,China,North China Plain,528,2.0847,N0,N180,180,RN,100_200,5.62,,3,9.09,,3,0.480843244,61.74377224,19.27777778,-1.10067302299495,0.096776351,1.1064629539,True
2013_06_15_38.82_115.43,157,Asia,China,North China Plain,531,15.55035,N0,N240,240,RN,200_300,6.849,,3,9.381,,3,0.314583711,36.96890057,10.55,58.899326977005,0.096776351,1.1064629539,True
2019_05_18_39.7_117.82,158,Asia,China,North China Plain,532,100.78502,N0,N189,189,RN,100_200,7.44067,0.163491987,3,10.04316333,0.527975323,3,0.299931239,34.97659928,13.76980598,7.89932697700505,0.096776351,1.1064629539,True
2019_05_18_39.7_117.82,158,Asia,China,North China Plain,532,100.78502,N0,N216,216,RN,200_300,7.44067,0.163491987,3,11.16233333,0.512236609,3,0.405584116,50.01785229,17.22992282,34.899326977005,0.096776351,1.1064629539,True
2019_05_18_39.7_117.82,158,Asia,China,North China Plain,532,100.78502,N0,N243,243,RN,200_300,7.44067,0.163491987,3,11.87703333,0.121350003,3,0.467645664,59.62317009,18.25663922,61.899326977005,0.096776351,1.1064629539,True
2019_05_18_39.7_117.82,158,Asia,China,North China Plain,532,100.78502,N0,N189,189,RN,100_200,5.836026667,0.263204147,3,10.75783333,0.269344395,3,0.611583971,84.33488988,26.0413051,7.89932697700505,0.096776351,1.1064629539,True
2019_05_18_39.7_117.82,158,Asia,China,North China Plain,532,100.78502,N0,N216,216,RN,200_300,5.836026667,0.263204147,3,11.71523333,0.497086404,3,0.696839789,100.7398869,27.21854937,34.899326977005,0.096776351,1.1064629539,True
2019_05_18_39.7_117.82,158,Asia,China,North China Plain,532,100.78502,N0,N243,243,RN,200_300,5.836026667,0.263204147,3,13.75136667,0.48769458,3,0.857088013,135.6289211,32.57341565,61.899326977005,0.096776351,1.1064629539,True
2020_05_18_39.7_117.82,158,Asia,China,North China Plain,533,77.36,N0,N189,189,RN,100_200,6.879083333,0.679873791,3,10.67813333,0.324255722,3,0.43971263,55.22610809,20.10079363,7.89932697700505,0.096776351,1.1064629539,True
2020_05_18_39.7_117.82,158,Asia,China,North China Plain,533,77.36,N0,N216,216,RN,200_300,6.879083333,0.679873791,3,11.90356667,0.334365553,3,0.548352669,73.04001266,23.26149693,34.899326977005,0.096776351,1.1064629539,True
