"lnRR","env_group","N_rate","Nc","reference_ID","site_year_ID"
0.596520345,"Normal",134,-46,"76","226"
0.589247586,"Normal",269,89,"76","226"
0.63211129,"Normal",67,-113,"76","226"
0.659699246,"Normal",134,-46,"76","226"
0.204794413,"Normal",67,-113,"76","227"
0.258861634,"Normal",134,-46,"76","227"
0.284837121,"Normal",269,89,"76","227"
0.250051004,"Normal",67,-113,"76","227"
0.250051004,"Normal",134,-46,"76","227"
0.122961711,"GFR",67,-113,"76","229"
0.122961711,"GFR",134,-46,"76","229"
0.13119221,"GFR",269,89,"76","229"
0.09785579,"GFR",67,-113,"76","229"
0.122961711,"GFR",134,-46,"76","229"
0.155564108,"Normal",67,-113,"76","230"
0.188900528,"Normal",134,-46,"76","230"
0.197063839,"Normal",269,89,"76","230"
0.665996191,"Normal",67,-113,"76","231"
0.794929875,"Normal",134,-46,"76","231"
0.864997438,"Normal",269,89,"76","231"
0.778669354,"Normal",67,-113,"76","231"
0.826678573,"Normal",134,-46,"76","231"
0.169292057,"Normal",67,-113,"76","232"
0.225083416,"Normal",134,-46,"76","232"
0.263110812,"Normal",269,89,"76","232"
0.201552919,"Normal",67,-113,"76","232"
0.232805462,"Normal",134,-46,"76","232"
0.391671786,"Normal",67,-113,"76","233"
0.561570823,"Normal",134,-46,"76","233"
0.614815338,"Normal",269,89,"76","233"
0.561570823,"Normal",67,-113,"76","233"
0.584737882,"Normal",134,-46,"76","233"
0.065957968,"PFR",67,-113,"76","234"
0.097374164,"PFR",134,-46,"76","234"
0.097374164,"PFR",269,89,"76","234"
0.087011377,"PFR",67,-113,"76","234"
0.076540077,"PFR",134,-46,"76","234"
0.640503447,"PFR",67,-113,"76","235"
0.869037847,"PFR",134,-46,"76","235"
0.825074724,"PFR",269,89,"76","235"
0.79078565,"PFR",67,-113,"76","235"
0.836248024,"PFR",134,-46,"76","235"
0.097638469,"PFR",67,-113,"76","236"
0.143100843,"PFR",134,-46,"76","236"
0.16507975,"PFR",269,89,"76","236"
0.05001042,"PFR",67,-113,"76","236"
0.120627988,"PFR",134,-46,"76","236"
0.11905936,"PFR",67,-113,"76","237"
0.129211732,"PFR",134,-46,"76","237"
0.129211732,"PFR",269,89,"76","237"
0.066691375,"PFR",67,-113,"76","237"
0.077386664,"PFR",134,-46,"76","237"
0.032789823,"GFR",67,-113,"76","238"
0.056695343,"GFR",134,-46,"76","238"
0.056695343,"GFR",269,89,"76","238"
0.032789823,"GFR",134,-46,"76","238"
0.214775302,"GFR",67,-113,"76","239"
0.247836164,"GFR",134,-46,"76","239"
0.287682072,"GFR",269,89,"76","239"
0.263965546,"GFR",67,-113,"76","239"
0.263965546,"GFR",134,-46,"76","239"
0.400622484,"GFR",67,-113,"76","240"
0.510825623,"GFR",134,-46,"76","240"
0.53657812,"GFR",269,89,"76","240"
0.43872233,"GFR",67,-113,"76","240"
0.528067431,"GFR",134,-46,"76","240"
0.180670029,"GFR",67,-113,"76","241"
0.260076806,"GFR",134,-46,"76","241"
0.267681406,"GFR",269,89,"76","241"
0.236909747,"GFR",67,-113,"76","241"
0.267681406,"GFR",134,-46,"76","241"
0.065063593,"GFR",67,-113,"76","242"
0.07290677,"GFR",134,-46,"76","242"
0.080688911,"GFR",269,89,"76","242"
0.159064695,"GFR",67,-113,"76","242"
0.173663494,"GFR",134,-46,"76","242"
0.27029033,"GFR",269,89,"76","242"
0.230016431,"GFR",67,-113,"76","242"
0.230016431,"GFR",134,-46,"76","242"
0.122217632,"GFR",67,-113,"76","243"
0.139761942,"GFR",134,-46,"76","243"
0.173953307,"GFR",269,89,"76","243"
0.131028262,"GFR",67,-113,"76","243"
0.157003749,"GFR",134,-46,"76","243"
0.074107972,"GFR",67,-113,"76","244"
0.09531018,"GFR",134,-46,"76","244"
0.102278849,"GFR",269,89,"76","244"
0.074107972,"GFR",67,-113,"76","244"
0.088292607,"GFR",134,-46,"76","244"
0.370018359,"GFR",67,-113,"76","245"
0.548897571,"GFR",134,-46,"76","245"
0.548897571,"GFR",269,89,"76","245"
0.468136215,"GFR",67,-113,"76","245"
0.495787746,"GFR",134,-46,"76","245"
0.07713544,"PFR",180,0,"77","246"
0.090150584,"PFR",360,180,"77","246"
0.074114056,"PFR",180,0,"77","246"
0.066563455,"PFR",360,180,"77","246"
0.160778782,"PFR",180,0,"77","246"
0.088952884,"PFR",360,180,"77","246"
0.356194967,"PFR",180,0,"77","246"
0.203725818,"PFR",360,180,"77","246"
0.118341348,"PFR",180,0,"77","246"
0.081973278,"PFR",360,180,"77","246"
0.187788189,"PFR",180,0,"77","246"
0.119348678,"PFR",360,180,"77","246"
0.127836849,"PFR",180,0,"77","246"
0.079414667,"PFR",360,180,"77","246"
0.146008111,"PFR",180,0,"77","246"
0.142225684,"PFR",360,180,"77","246"
0.189196502,"PFR",180,0,"77","247"
0.197716314,"PFR",360,180,"77","247"
0.252463238,"PFR",180,0,"77","247"
0.28060589,"PFR",360,180,"77","247"
0.323314259,"PFR",180,0,"77","247"
0.287914147,"PFR",360,180,"77","247"
0.349292431,"PFR",180,0,"77","247"
0.175063882,"PFR",360,180,"77","247"
0.146214025,"PFR",180,0,"77","247"
0.145897291,"PFR",360,180,"77","247"
0.08656675,"PFR",180,0,"77","247"
0.112451603,"PFR",360,180,"77","247"
0.158880674,"PFR",180,0,"77","247"
0.098726129,"PFR",360,180,"77","247"
0.080108427,"PFR",180,0,"77","247"
0.123068695,"PFR",360,180,"77","247"
0.116522478,"Normal",75,-105,"78","248"
0.202524264,"Normal",150,-30,"78","248"
0.211740919,"Normal",75,-105,"78","248"
0.238891908,"Normal",150,-30,"78","248"
0.120095175,"Normal",75,-105,"78","248"
0.210564769,"Normal",150,-30,"78","248"
0.263965546,"Normal",75,-105,"78","248"
0.331624194,"Normal",150,-30,"78","248"
1.195239124,"PFR",150,-30,"79","249"
1.479626301,"PFR",300,120,"79","249"
0.162954754,"GFR",210,30,"80","250"
0.287931138,"GFR",210,30,"80","250"
0.343069292,"GFR",210,30,"80","250"
0.387071377,"GFR",210,30,"80","250"
0.337752487,"GFR",210,30,"80","250"
0.363593826,"PFR",210,30,"80","251"
0.475626226,"PFR",210,30,"80","251"
0.523499495,"PFR",210,30,"80","251"
0.561795053,"PFR",210,30,"80","251"
0.505153459,"PFR",210,30,"80","251"
0.59046271,"PFR",210,30,"80","252"
0.740610004,"PFR",210,30,"80","252"
0.793306307,"PFR",210,30,"80","252"
0.826246156,"PFR",210,30,"80","252"
0.780197505,"PFR",210,30,"80","252"
0.472604411,"Normal",30,-150,"81","253"
0.792238083,"Normal",180,0,"81","253"
0.743919506,"Normal",78,-102,"81","253"
0.693147181,"Normal",78,-102,"81","253"
0.782759339,"Normal",111,-69,"81","253"
0.820146871,"Normal",110,-70,"81","253"
0.801627824,"Normal",111,-69,"81","253"
0.128381167,"Normal",30,-150,"81","254"
0.46313075,"Normal",180,0,"81","254"
0.314710745,"Normal",78,-102,"81","254"
0.372979653,"Normal",78,-102,"81","254"
0.391671786,"Normal",111,-69,"81","254"
0.445739007,"Normal",110,-70,"81","254"
0.436928377,"Normal",111,-69,"81","254"
0.210146379,"Normal",34,-146,"82","255"
0.464604851,"Normal",67,-113,"82","255"
0.476526169,"Normal",101,-79,"82","255"
0.544609739,"Normal",134,-46,"82","255"
0.499691176,"Normal",202,22,"82","255"
0.177935862,"Normal",34,-146,"82","256"
0.266296404,"Normal",67,-113,"82","256"
0.40888758,"Normal",101,-79,"82","256"
0.424297902,"Normal",134,-46,"82","256"
0.487569177,"Normal",168,-12,"82","256"
0.225995119,"PFR",34,-146,"82","257"
0.276367087,"PFR",67,-113,"82","257"
0.414454537,"PFR",101,-79,"82","257"
0.565462065,"PFR",134,-46,"82","257"
0.716723607,"PFR",202,22,"82","257"
0.387451983,"PFR",34,-146,"82","258"
0.540848159,"PFR",67,-113,"82","258"
0.549692443,"PFR",101,-79,"82","258"
0.734084682,"PFR",134,-46,"82","258"
0.806505679,"PFR",224,44,"82","258"
0.368276788,"Normal",34,-146,"82","259"
0.553249803,"Normal",67,-113,"82","259"
0.739539614,"Normal",101,-79,"82","259"
0.764479283,"Normal",134,-46,"82","259"
0.99622024,"Normal",224,44,"82","259"
0.368056692,"Normal",67,-113,"82","260"
0.629705697,"Normal",134,-46,"82","260"
0.696348017,"Normal",202,22,"82","260"
0.543992521,"Normal",67,-113,"82","261"
0.701833147,"Normal",134,-46,"82","261"
0.735813003,"Normal",168,-12,"82","261"
0.554918126,"PFR",67,-113,"82","262"
0.684465879,"PFR",134,-46,"82","262"
0.674206492,"PFR",202,22,"82","262"
0.217823254,"PFR",67,-113,"82","263"
0.422623156,"PFR",134,-46,"82","263"
0.531803758,"PFR",224,44,"82","263"
0.507966033,"Normal",67,-113,"82","264"
0.581525884,"Normal",134,-46,"82","264"
0.669454847,"Normal",224,44,"82","264"
0.470304426,"PFR",202,22,"83","265"
0.439767703,"PFR",202,22,"83","265"
0.40104299,"PFR",202,22,"83","265"
0.306457769,"PFR",202,22,"83","265"
0.459148883,"GFR",202,22,"83","266"
0.479325292,"GFR",202,22,"83","266"
0.398154371,"GFR",202,22,"83","266"
0.433847933,"GFR",202,22,"83","266"
0.208495453,"Normal",105,-75,"84","267"
0.213539253,"Normal",210,30,"84","267"
0.312982185,"Normal",315,135,"84","267"
0.28935112,"Normal",315,135,"84","267"
0.13045083,"Normal",105,-75,"84","267"
0.260638702,"Normal",210,30,"84","267"
0.236539358,"Normal",315,135,"84","267"
0.172658103,"Normal",315,135,"84","267"
0.154771813,"PFR",105,-75,"84","268"
0.161721243,"PFR",210,30,"84","268"
0.233902903,"PFR",315,135,"84","268"
0.20143077,"PFR",315,135,"84","268"
0.129266994,"PFR",105,-75,"84","268"
0.273601644,"PFR",210,30,"84","268"
0.223021963,"PFR",315,135,"84","268"
0.172479292,"PFR",315,135,"84","268"
0.047160951,"Normal",80,-100,"85","269"
0.076537101,"Normal",120,-60,"85","269"
0.099945587,"Normal",160,-20,"85","269"
0.150164218,"Normal",80,-100,"85","270"
0.215522374,"Normal",120,-60,"85","270"
0.205267246,"Normal",160,-20,"85","270"
0.54340019,"PFR",70,-110,"86","271"
0.793449051,"PFR",140,-40,"86","271"
1.099307071,"PFR",210,30,"86","271"
1.114881778,"PFR",280,100,"86","271"
1.049029484,"PFR",350,170,"86","271"
0.489281894,"GFR",70,-110,"86","272"
0.793391441,"GFR",140,-40,"86","272"
1.01395189,"GFR",210,30,"86","272"
1.114741671,"GFR",280,100,"86","272"
1.026935572,"GFR",350,170,"86","272"
0.061243625,"Normal",168,-12,"87","273"
0.080852097,"Normal",240,60,"87","273"
0.061243625,"Normal",270,90,"87","273"
0.109562203,"Normal",312,132,"87","273"
0.064538521,"Normal",168,-12,"87","274"
0.218689201,"Normal",240,60,"87","274"
0.236388778,"Normal",270,90,"87","274"
0.173019164,"Normal",312,132,"87","274"
0.356674944,"PFR",168,-12,"87","275"
0.356674944,"PFR",240,60,"87","275"
0.346624608,"PFR",270,90,"87","275"
0.405465108,"PFR",312,132,"87","275"
0.108480643,"PFR",168,-12,"87","276"
0.108480643,"PFR",240,60,"87","276"
0.060624622,"PFR",270,90,"87","276"
0.050772325,"PFR",312,132,"87","276"
0.883190783,"PFR",168,-12,"87","277"
0.760588461,"PFR",240,60,"87","277"
0.873528873,"PFR",270,90,"87","277"
0.833919734,"PFR",312,132,"87","277"
0.680877088,"Normal",168,-12,"87","278"
0.775064303,"Normal",240,60,"87","278"
0.74077523,"Normal",270,90,"87","278"
0.563094052,"Normal",312,132,"87","278"
0.579202921,"Normal",168,-12,"87","279"
0.561811178,"Normal",240,60,"87","279"
0.47957308,"Normal",270,90,"87","279"
0.489051824,"Normal",312,132,"87","279"
0.405465108,"Normal",168,-12,"87","280"
0.441832752,"Normal",240,60,"87","280"
0.301475395,"Normal",270,90,"87","280"
0.46536325,"Normal",312,132,"87","280"
0.241162057,"GFR",75,-105,"88","281"
0.390197636,"GFR",150,-30,"88","281"
0.38247559,"GFR",225,45,"88","281"
0.350976923,"GFR",300,120,"88","281"
0.807557532,"Normal",50,-130,"89","282"
0.954928525,"Normal",100,-80,"89","282"
0.986494991,"Normal",150,-30,"89","282"
0.906486732,"GFR",50,-130,"89","283"
0.884069853,"GFR",100,-80,"89","283"
0.904020639,"GFR",150,-30,"89","283"
0.900407686,"Normal",50,-130,"89","284"
0.877990807,"Normal",100,-80,"89","284"
0.897941593,"Normal",150,-30,"89","284"
0.888713964,"GFR",50,-130,"89","285"
0.911479175,"GFR",100,-80,"89","285"
0.838112951,"GFR",150,-30,"89","285"
0.693147181,"Normal",50,-130,"89","286"
0.747751315,"Normal",100,-80,"89","286"
0.813195223,"Normal",150,-30,"89","286"
0.912200747,"Normal",50,-130,"89","287"
0.867500568,"Normal",100,-80,"89","287"
0.901211625,"Normal",150,-30,"89","287"
0.427937964,"Normal",50,-130,"89","288"
0.50855031,"Normal",100,-80,"89","288"
0.626586414,"Normal",150,-30,"89","288"
0.539943022,"Normal",50,-130,"89","289"
0.553101107,"Normal",100,-80,"89","289"
0.526609491,"Normal",150,-30,"89","289"
0.755845775,"Normal",50,-130,"89","290"
0.75952225,"Normal",100,-80,"89","290"
0.754002456,"Normal",150,-30,"89","290"
0.802177425,"Normal",50,-130,"89","291"
0.733969175,"Normal",100,-80,"89","291"
0.793347346,"Normal",150,-30,"89","291"
0.743874704,"Normal",50,-130,"89","292"
0.851812541,"Normal",100,-80,"89","292"
0.836248024,"Normal",150,-30,"89","292"
0.860499372,"Normal",50,-130,"89","293"
0.889580582,"Normal",100,-80,"89","293"
0.889580582,"Normal",150,-30,"89","293"
1.197703191,"Normal",50,-130,"89","294"
1.216395324,"Normal",100,-80,"89","294"
1.207092932,"Normal",150,-30,"89","294"
0.674026139,"GFR",50,-130,"89","295"
0.762644975,"GFR",100,-80,"89","295"
0.814291564,"GFR",150,-30,"89","295"
0.759329087,"Normal",50,-130,"89","296"
0.793230639,"Normal",100,-80,"89","296"
0.759329087,"Normal",150,-30,"89","296"
0.114750256,"PFR",179,-1,"90","297"
0.370623333,"PFR",179,-1,"90","297"
0.18859117,"PFR",179,-1,"90","297"
0.289253165,"PFR",179,-1,"90","297"
0.103184236,"Normal",45,-135,"91","298"
0.151040257,"Normal",90,-90,"91","298"
0.248896047,"Normal",135,-45,"91","298"
0.257334916,"Normal",179,-1,"91","298"
0.248896047,"Normal",224,44,"91","298"
0.196710294,"Normal",135,-45,"91","298"
0.130620182,"Normal",45,-135,"91","298"
0.290584832,"Normal",90,-90,"91","298"
0.281851152,"Normal",135,-45,"91","298"
0.357837059,"Normal",179,-1,"91","298"
0.281851152,"Normal",224,44,"91","298"
0.299242895,"Normal",135,-45,"91","298"
0.125769387,"Normal",45,-135,"91","299"
0.337943907,"Normal",90,-90,"91","299"
0.337943907,"Normal",135,-45,"91","299"
0.323128821,"Normal",179,-1,"91","299"
0.292823472,"Normal",224,44,"91","299"
0.345269947,"Normal",135,-45,"91","299"
0.3305638,"Normal",179,-1,"91","299"
0.228841572,"Normal",45,-135,"91","299"
0.386233746,"Normal",90,-90,"91","299"
0.538996501,"Normal",135,-45,"91","299"
0.587786665,"Normal",179,-1,"91","299"
0.641853886,"Normal",224,44,"91","299"
0.346624608,"Normal",135,-45,"91","299"
0.626702081,"Normal",179,-1,"91","299"
0.253602759,"Normal",45,-135,"91","300"
0.300486345,"Normal",90,-90,"91","300"
0.352542707,"Normal",135,-45,"91","300"
0.3305638,"Normal",179,-1,"91","300"
0.359762955,"Normal",224,44,"91","300"
0.352542707,"Normal",135,-45,"91","300"
0.308090944,"Normal",179,-1,"91","300"
0.184003643,"Normal",45,-135,"91","300"
0.310154928,"Normal",90,-90,"91","300"
0.332133835,"Normal",135,-45,"91","300"
0.339354083,"Normal",179,-1,"91","300"
0.360707207,"Normal",224,44,"91","300"
0.30271995,"Normal",135,-45,"91","300"
0.360707207,"Normal",179,-1,"91","300"
0.18610228,"Normal",45,-135,"91","301"
0.310154928,"Normal",90,-90,"91","301"
0.435318071,"Normal",135,-45,"91","301"
0.442644111,"Normal",179,-1,"91","301"
0.427937964,"Normal",224,44,"91","301"
0.301786679,"Normal",90,-90,"91","301"
0.390197636,"Normal",135,-45,"91","301"
0.442644111,"Normal",179,-1,"91","301"
0.471423076,"Normal",224,44,"91","301"
0.259957524,"Normal",45,-135,"91","301"
0.405465108,"Normal",90,-90,"91","301"
0.513945751,"Normal",135,-45,"91","301"
0.628608659,"Normal",179,-1,"91","301"
0.738956717,"Normal",224,44,"91","301"
0.46608973,"Normal",90,-90,"91","301"
0.568504735,"Normal",135,-45,"91","301"
0.669430654,"Normal",179,-1,"91","301"
0.77559085,"Normal",224,44,"91","301"
0.270645885,"PFR",45,-135,"91","302"
0.359374001,"PFR",90,-90,"91","302"
0.63040884,"PFR",135,-45,"91","302"
0.658779537,"PFR",179,-1,"91","302"
0.699881213,"PFR",224,44,"91","302"
0.491725452,"PFR",90,-90,"91","302"
0.601209685,"PFR",135,-45,"91","302"
0.651761964,"PFR",179,-1,"91","302"
0.658779537,"PFR",224,44,"91","302"
0.275705881,"PFR",45,-135,"91","302"
0.421213465,"PFR",90,-90,"91","302"
0.47198579,"PFR",135,-45,"91","302"
0.644357016,"PFR",179,-1,"91","302"
0.708895538,"PFR",224,44,"91","302"
0.566395475,"PFR",90,-90,"91","302"
0.716677678,"PFR",135,-45,"91","302"
0.724399724,"PFR",179,-1,"91","302"
0.739667196,"PFR",224,44,"91","302"
0.151806013,"Normal",45,-135,"91","303"
0.616513955,"Normal",90,-90,"91","303"
0.709407701,"Normal",135,-45,"91","303"
0.523855124,"Normal",179,-1,"91","303"
0.56195497,"Normal",224,44,"91","303"
0.634058264,"Normal",90,-90,"91","303"
0.7411564,"Normal",135,-45,"91","303"
0.709407701,"Normal",179,-1,"91","303"
0.7411564,"Normal",224,44,"91","303"
0.424157241,"Normal",45,-135,"91","303"
0.411734721,"Normal",90,-90,"91","303"
0.674098986,"Normal",135,-45,"91","303"
0.540567593,"Normal",179,-1,"91","303"
0.841892442,"Normal",224,44,"91","303"
0.644828603,"Normal",90,-90,"91","303"
0.693147181,"Normal",135,-45,"91","303"
0.849989652,"Normal",179,-1,"91","303"
0.757095905,"Normal",224,44,"91","303"
0.94875277,"Normal",150,-30,"92","304"
0.913868837,"Normal",225,45,"92","304"
0.702036128,"Normal",150,-30,"92","304"
0.528525201,"Normal",225,45,"92","304"
0.405465108,"PFR",100,-80,"93","306"
0.766172315,"PFR",250,70,"93","306"
0.744819191,"PFR",400,220,"93","306"
0.63953773,"GFR",84,-96,"94","307"
0.78495473,"GFR",126,-54,"94","307"
0.900786545,"GFR",168,-12,"94","307"
0.99633344,"GFR",84,-96,"94","307"
1.084626047,"GFR",126,-54,"94","307"
1.203972804,"GFR",168,-12,"94","307"
0.494696242,"GFR",84,-96,"94","308"
0.565313809,"GFR",126,-54,"94","308"
0.518793794,"GFR",168,-12,"94","308"
0.578077851,"GFR",84,-96,"94","308"
0.602175402,"GFR",126,-54,"94","308"
0.553385238,"GFR",168,-12,"94","308"
0.331357136,"GFR",84,-96,"94","309"
0.393488917,"GFR",126,-54,"94","309"
0.428995605,"GFR",168,-12,"94","309"
0.344096162,"GFR",84,-96,"94","309"
0.417299566,"GFR",126,-54,"94","309"
0.440556428,"GFR",168,-12,"94","309"
0.497402603,"Normal",84,-96,"94","310"
0.768048489,"Normal",126,-54,"94","310"
0.875468737,"Normal",168,-12,"94","310"
0.579818495,"Normal",84,-96,"94","310"
0.704981638,"Normal",126,-54,"94","310"
0.887303195,"Normal",168,-12,"94","310"
0.088809615,"Normal",157.5,-22.5,"95","311"
0.129473494,"Normal",157.5,-22.5,"95","311"
0.177630947,"Normal",157.5,-22.5,"95","311"
0.08979727,"Normal",157.5,-22.5,"95","311"
0.138916435,"Normal",191.25,11.25,"95","311"
0.183940117,"Normal",191.25,11.25,"95","311"
0.244934629,"Normal",191.25,11.25,"95","311"
0.12185441,"Normal",191.25,11.25,"95","311"
0.220981388,"Normal",225,45,"95","311"
0.249993662,"Normal",225,45,"95","311"
0.307992765,"Normal",225,45,"95","311"
0.238999894,"Normal",225,45,"95","311"
0.138859056,"PFR",157.5,-22.5,"95","312"
0.199671195,"PFR",157.5,-22.5,"95","312"
0.258883055,"PFR",157.5,-22.5,"95","312"
0.189620859,"PFR",157.5,-22.5,"95","312"
0.2135741,"PFR",191.25,11.25,"95","312"
0.244644561,"PFR",191.25,11.25,"95","312"
0.314784002,"PFR",191.25,11.25,"95","312"
0.252263645,"PFR",191.25,11.25,"95","312"
0.263584521,"PFR",225,45,"95","312"
0.297704935,"PFR",225,45,"95","312"
0.366879114,"PFR",225,45,"95","312"
0.298611143,"PFR",225,45,"95","312"
0.058655781,"Normal",140,-40,"96","313"
0.175013,"Normal",280,100,"96","313"
0.19447067,"Normal",420,240,"96","313"
0.065151352,"Normal",560,380,"96","313"
0.302941572,"Normal",70,-110,"96","314"
0.465374127,"Normal",140,-40,"96","314"
0.578020809,"Normal",280,100,"96","314"
0.661911341,"Normal",420,240,"96","314"
0.654403435,"Normal",560,380,"96","314"
0.479821675,"Normal",70,-110,"96","315"
0.667167653,"Normal",140,-40,"96","315"
0.746955737,"Normal",280,100,"96","315"
0.726966829,"Normal",420,240,"96","315"
0.667797872,"Normal",560,380,"96","315"
0.297070718,"GFR",70,-110,"96","316"
0.268098545,"GFR",140,-40,"96","316"
0.400688465,"GFR",280,100,"96","316"
0.378304802,"GFR",420,240,"96","316"
0.129509959,"GFR",560,380,"96","316"
0.442827777,"Normal",230,50,"97","317"
0.184706116,"Normal",460,280,"97","317"
0.49578583,"Normal",230,50,"97","318"
0.313130327,"Normal",460,280,"97","318"
0.685305129,"GFR",67,-113,"98","319"
0.962102402,"GFR",134,-46,"98","319"
1.082866202,"GFR",201,21,"98","319"
1.082866202,"GFR",268,88,"98","319"
0.494871921,"Normal",67,-113,"98","320"
0.68592694,"Normal",134,-46,"98","320"
0.742280799,"Normal",201,21,"98","320"
0.693147181,"Normal",268,88,"98","320"
0.7191245,"Normal",67,-113,"98","321"
1.016375552,"Normal",134,-46,"98","321"
1.044546391,"Normal",201,21,"98","321"
1.116005264,"Normal",268,88,"98","321"
0.681630199,"Normal",67,-113,"98","322"
0.825241811,"Normal",134,-46,"98","322"
0.848387622,"Normal",201,21,"98","322"
0.905548632,"Normal",268,88,"98","322"
0.453475817,"GFR",67,-113,"98","323"
0.729369009,"GFR",134,-46,"98","323"
0.756661686,"GFR",201,21,"98","323"
0.794401974,"GFR",268,88,"98","323"
0.622050826,"Normal",67,-113,"98","324"
0.874926499,"Normal",134,-46,"98","324"
0.985721791,"Normal",201,21,"98","324"
1.005044629,"Normal",268,88,"98","324"
0.983836339,"Normal",67,-113,"98","325"
1.186960787,"Normal",134,-46,"98","325"
1.118493062,"Normal",201,21,"98","325"
1.254479462,"Normal",268,88,"98","325"
0.892349617,"GFR",67,-113,"98","326"
1.150977764,"GFR",134,-46,"98","326"
1.245051735,"GFR",201,21,"98","326"
1.269516049,"GFR",268,88,"98","326"
0.568443833,"Normal",67,-113,"98","327"
0.766270293,"Normal",134,-46,"98","327"
0.849262426,"Normal",201,21,"98","327"
0.878338423,"Normal",268,88,"98","327"
0.386121619,"Normal",67,-113,"98","328"
0.666940212,"Normal",134,-46,"98","328"
0.743577172,"Normal",201,21,"98","328"
0.857103705,"Normal",268,88,"98","328"
1.028769324,"Normal",67,-113,"98","329"
1.401068614,"Normal",134,-46,"98","329"
1.477264585,"Normal",201,21,"98","329"
1.485384107,"Normal",268,88,"98","329"
0.614677024,"Normal",67,-113,"98","330"
1.076352439,"Normal",134,-46,"98","330"
1.177205889,"Normal",201,21,"98","330"
1.222664937,"Normal",268,88,"98","330"
0.619039339,"GFR",67,-113,"98","331"
0.800289351,"GFR",134,-46,"98","331"
0.829275795,"GFR",201,21,"98","331"
0.829275795,"GFR",268,88,"98","331"
0.952009316,"GFR",67,-113,"98","332"
1.116635901,"GFR",134,-46,"98","332"
1.107666848,"GFR",201,21,"98","332"
1.143061979,"GFR",268,88,"98","332"
0.614945852,"GFR",67,-113,"98","333"
0.82943953,"GFR",134,-46,"98","333"
0.802041138,"GFR",201,21,"98","333"
0.896628938,"GFR",268,88,"98","333"
0.644830019,"Normal",67,-113,"98","334"
1.09230855,"Normal",134,-46,"98","334"
1.150693572,"Normal",201,21,"98","334"
1.203033419,"Normal",268,88,"98","334"
0.099568014,"Normal",67,-113,"98","335"
0.066347229,"Normal",134,-46,"98","335"
0.066347229,"Normal",201,21,"98","335"
0.062959758,"Normal",268,88,"98","335"
0.282084329,"Normal",67,-113,"98","336"
0.328144204,"Normal",134,-46,"98","336"
0.337744746,"Normal",201,21,"98","336"
0.311938708,"Normal",268,88,"98","336"
0.285639464,"Normal",67,-113,"98","337"
0.382060806,"Normal",134,-46,"98","337"
0.401375321,"Normal",201,21,"98","337"
0.409539012,"Normal",268,88,"98","337"
0.302997023,"GFR",67,-113,"98","338"
0.306034956,"GFR",134,-46,"98","338"
0.327020474,"GFR",201,21,"98","338"
0.347582951,"GFR",268,88,"98","338"
0.45161495,"Normal",67,-113,"98","339"
0.547398112,"Normal",134,-46,"98","339"
0.568257264,"Normal",201,21,"98","339"
0.58868376,"Normal",268,88,"98","339"
0.282437173,"Normal",67,-113,"98","340"
0.358344078,"Normal",134,-46,"98","340"
0.392831955,"Normal",201,21,"98","340"
0.415177691,"Normal",268,88,"98","340"
0.307483556,"GFR",67,-113,"98","341"
0.353473489,"GFR",134,-46,"98","341"
0.405465871,"GFR",201,21,"98","341"
0.452351553,"GFR",268,88,"98","341"
0.361447538,"Normal",67,-113,"98","342"
0.453724119,"Normal",134,-46,"98","342"
0.563030419,"Normal",201,21,"98","342"
0.532600615,"Normal",268,88,"98","342"
0.45100755,"Normal",67,-113,"98","343"
0.748065403,"Normal",134,-46,"98","343"
0.816887,"Normal",201,21,"98","343"
0.876813262,"Normal",268,88,"98","343"
0.589037424,"Normal",67,-113,"98","344"
0.726483574,"Normal",134,-46,"98","344"
0.782277478,"Normal",201,21,"98","344"
0.810303621,"Normal",268,88,"98","344"
0.459531242,"Normal",67,-113,"98","345"
0.717839367,"Normal",134,-46,"98","345"
0.728624197,"Normal",201,21,"98","345"
0.762879671,"Normal",268,88,"98","345"
0.378865513,"GFR",67,-113,"98","346"
0.471480955,"GFR",134,-46,"98","346"
0.493353992,"GFR",201,21,"98","346"
0.514752094,"GFR",268,88,"98","346"
0.349814354,"GFR",67,-113,"98","347"
0.476922471,"GFR",134,-46,"98","347"
0.521027846,"GFR",201,21,"98","347"
0.419613213,"GFR",268,88,"98","347"
0.314768323,"GFR",67,-113,"98","348"
0.403536193,"GFR",134,-46,"98","348"
0.485062757,"GFR",201,21,"98","348"
0.50270039,"GFR",268,88,"98","348"
0.293267813,"Normal",67,-113,"98","349"
0.456460388,"Normal",134,-46,"98","349"
0.456460388,"Normal",201,21,"98","349"
0.514410224,"Normal",268,88,"98","349"
0.430782916,"GFR",235,55,"99","350"
0.422414666,"GFR",235,55,"99","350"
0.306730267,"GFR",235,55,"99","350"
0.287682072,"GFR",235,55,"99","350"
0.306730267,"GFR",157,-23,"99","350"
0.287682072,"GFR",157,-23,"99","350"
0.25841169,"GFR",157,-23,"99","350"
1.665007764,"GFR",235,55,"99","351"
1.658228077,"GFR",235,55,"99","351"
1.609437912,"GFR",157,-23,"99","351"
1.527607894,"GFR",157,-23,"99","351"
1.511982576,"GFR",157,-23,"99","351"
0.139355581,"PFR",210,30,"100","352"
0.110488614,"PFR",210,30,"100","352"
0.16344963,"PFR",210,30,"100","352"
0.097977221,"PFR",210,30,"100","352"
0.075511198,"PFR",210,30,"100","352"
