lnRR,AEN,Env_Type,reference_ID,site_year_ID,continent,country,mean_c,sd_c,n_c,mean_t,sd_t,n_t,EDH35_total,EDH35_label,N_rate,N_rate_cluster,env_ID,Label_of_control_treatment,N_strategy,N_S,N_V,N_R,plant_density,plant_density_cluster,HY_strategy2,region_N_label
0.091137272,5.733916667,GFR,147,507,Asia,China,7.21101,0.238347512,3,7.89908,0.635628005,3,26.9304,GFR_M,120.0,100_200,2019_05_10_31.58_105.05,N0,SR,50.0,,50.0,6.75,High,,RN
0.158502977,6.880722222,GFR,147,507,Asia,China,7.21101,0.238347512,3,8.44954,0.794526346,3,26.9304,GFR_M,180.0,100_200,2019_05_10_31.58_105.05,N0,SR,50.0,,50.0,6.75,High,,RN
0.100259829,6.498416667,GFR,147,507,Asia,China,7.3945,0.953407367,3,8.17431,0.476712344,3,26.9304,GFR_M,120.0,100_200,2019_05_10_31.58_105.05,N0,SR,50.0,,50.0,8.25,High,,RN
0.116955352,5.096833333,GFR,147,507,Asia,China,7.3945,0.953407367,3,8.31193,0.556161514,3,26.9304,GFR_M,180.0,100_200,2019_05_10_31.58_105.05,N0,SR,50.0,,50.0,8.25,High,,RN
0.431440595,27.33333333,Normal,148,508,Asia,China,7.6,,3,11.7,,3,0.0,,150.0,100_200,2020_05_10_45.28_125.45,N0,SVR,30.0,50.0,20.0,8.0,High,,RN
0.505548567,23.80952381,Normal,148,508,Asia,China,7.6,,3,12.6,,3,0.0,,210.0,200_300,2020_05_10_45.28_125.45,N0,SVR,30.0,50.0,20.0,8.0,High,,RN
0.545016989,33.33333333,Normal,148,509,Asia,China,6.9,,3,11.9,,3,0.0,,150.0,100_200,2021_05_13_45.28_125.45,N0,SVR,30.0,50.0,20.0,8.0,High,,RN
0.6257059,28.57142857,Normal,148,509,Asia,China,6.9,,3,12.9,,3,0.0,,210.0,200_300,2021_05_13_45.28_125.45,N0,SVR,30.0,50.0,20.0,8.0,High,,RN
0.172609933,7.154583333,PFR,150,511,Asia,China,9.114,,3,10.8311,,3,7.29592,PFR_L,240.0,200_300,2007_06_15_35.1_113.7,N0,SV,40.0,60.0,,,,,RN
0.493969386,15.43041667,PFR,150,512,Asia,China,5.7972,,3,9.5005,,3,33.53672,PFR_M,240.0,200_300,2008_06_15_35.1_113.7,N0,SV,40.0,60.0,,,,,RN
0.216590552,7.349583333,PFR,150,513,Asia,China,7.2938,,3,9.0577,,3,219.00123,PFR_H,240.0,200_300,2009_06_15_35.1_113.7,N0,SV,40.0,60.0,,,,,RN
0.677931034,24.69562442,PFR,152,515,North America,USA,5.143870968,,3,10.1323871,,3,0.1258,PFR_L,202.0,200_300,2013_05_25_40.65__105,N0,S,100.0,,,,,,RN
0.660395402,19.48334857,PFR,152,515,North America,USA,5.143870968,,3,9.956258065,,3,0.1258,PFR_L,247.0,200_300,2013_05_25_40.65__105,N0,S,100.0,,,,,,RN
0.69173261,22.07984669,PFR,152,516,North America,USA,4.472774194,,3,8.932903226,,3,0.28427,PFR_L,202.0,200_300,2014_05_25_40.65__105,N0,S,100.0,,,,,,RN
0.686054234,17.85242262,PFR,152,516,North America,USA,4.472774194,,3,8.882322581,,3,0.28427,PFR_L,247.0,200_300,2014_05_25_40.65__105,N0,S,100.0,,,,,,RN
0.678108829,31.02325926,Normal,154,521,Asia,China,5.756013333,1.548775644,3,11.3402,2.012963817,3,0.0,,180.0,100_200,2017_05_02_45.83_126.65,N0,SR,22.0,,78.0,,,,RN
0.707174816,28.95520372,PFR,154,522,Asia,China,5.06873,1.20275,3,10.28066667,1.461341799,3,15.48865,PFR_M,180.0,100_200,2018_05_08_45.83_126.65,N0,SR,22.0,,78.0,,,,RN
1.274139162,35.6965,Normal,154,523,Asia,China,2.494686667,0.374516646,3,8.920056667,0.861484222,3,0.0,,180.0,100_200,2019_04_30_45.83_126.65,N0,SR,22.0,,78.0,,,,RN
1.199695693,36.01461111,Normal,154,524,Asia,China,2.795313333,0.515820546,3,9.277943333,1.46892511,3,0.0,,180.0,100_200,2020_05_01_45.83_126.65,N0,SR,22.0,,78.0,,,,RN
0.435202061,18.43333333,PFR,155,525,Asia,China,6.085,,3,9.403,,3,11.47424,PFR_M,180.0,100_200,2009_06_15_34.78_117.15,N0,SR,50.0,,50.0,,,,RN
0.740720592,29.84444444,PFR,155,526,Asia,China,4.895,,3,10.267,,3,20.31396,PFR_M,180.0,100_200,2010_06_15_34.78_117.15,N0,SR,50.0,,50.0,,,,RN
0.425394693,13.95,PFR,155,527,Asia,China,4.736,,3,7.247,,3,0.37844,PFR_L,180.0,100_200,2011_06_15_34.78_117.15,N0,SR,50.0,,50.0,,,,RN
0.480843244,19.27777778,PFR,155,528,Asia,China,5.62,,3,9.09,,3,2.0847,PFR_L,180.0,100_200,2012_06_15_34.78_117.15,N0,SR,50.0,,50.0,,,,RN
0.314583711,10.55,PFR,157,531,Asia,China,6.849,,3,9.381,,3,15.55035,PFR_M,240.0,200_300,2013_06_15_38.82_115.43,N0,SV,40.0,60.0,,,,,RN
0.299931239,13.76980598,PFR,158,532,Asia,China,7.44067,0.163491987,3,10.04316333,0.527975323,3,100.78502,PFR_H,189.0,100_200,2019_05_18_39.7_117.82,N0,SV,70.0,30.0,,6.75,High,,RN
0.405584116,17.22992282,PFR,158,532,Asia,China,7.44067,0.163491987,3,11.16233333,0.512236609,3,100.78502,PFR_H,216.0,200_300,2019_05_18_39.7_117.82,N0,SV,70.0,30.0,,6.75,High,,RN
0.467645664,18.25663922,PFR,158,532,Asia,China,7.44067,0.163491987,3,11.87703333,0.121350003,3,100.78502,PFR_H,243.0,200_300,2019_05_18_39.7_117.82,N0,SV,70.0,30.0,,6.75,High,,RN
0.611583971,26.0413051,PFR,158,532,Asia,China,5.836026667,0.263204147,3,10.75783333,0.269344395,3,100.78502,PFR_H,189.0,100_200,2019_05_18_39.7_117.82,N0,SV,70.0,30.0,,6.75,High,,RN
0.696839789,27.21854937,PFR,158,532,Asia,China,5.836026667,0.263204147,3,11.71523333,0.497086404,3,100.78502,PFR_H,216.0,200_300,2019_05_18_39.7_117.82,N0,SV,70.0,30.0,,6.75,High,,RN
0.857088013,32.57341565,PFR,158,532,Asia,China,5.836026667,0.263204147,3,13.75136667,0.48769458,3,100.78502,PFR_H,243.0,200_300,2019_05_18_39.7_117.82,N0,SV,70.0,30.0,,6.75,High,,RN
0.43971263,20.10079363,PFR,158,533,Asia,China,6.879083333,0.679873791,3,10.67813333,0.324255722,3,77.36,PFR_M,189.0,100_200,2020_05_18_39.7_117.82,N0,SV,70.0,30.0,,6.75,High,,RN
0.548352669,23.26149693,PFR,158,533,Asia,China,6.879083333,0.679873791,3,11.90356667,0.334365553,3,77.36,PFR_M,216.0,200_300,2020_05_18_39.7_117.82,N0,SV,70.0,30.0,,6.75,High,,RN
0.644269307,25.60816188,PFR,158,533,Asia,China,6.879083333,0.679873791,3,13.10186667,0.262628756,3,77.36,PFR_M,243.0,200_300,2020_05_18_39.7_117.82,N0,SV,70.0,30.0,,6.75,High,,RN
0.586781778,30.54717811,PFR,158,533,Asia,China,7.233116667,0.633279749,3,13.00653333,0.402346149,3,77.36,PFR_M,189.0,100_200,2020_05_18_39.7_117.82,N0,SV,70.0,30.0,,6.75,High,,RN
0.622767032,28.93510802,PFR,158,533,Asia,China,7.233116667,0.633279749,3,13.4831,0.193077782,3,77.36,PFR_M,216.0,200_300,2020_05_18_39.7_117.82,N0,SV,70.0,30.0,,6.75,High,,RN
0.751465607,33.34094651,PFR,158,533,Asia,China,7.233116667,0.633279749,3,15.33496667,0.285950001,3,77.36,PFR_M,243.0,200_300,2020_05_18_39.7_117.82,N0,SV,70.0,30.0,,6.75,High,,RN
0.194065806,17.95714286,PFR,160,537,Asia,China,11.738,,3,14.252,,3,4.29045,PFR_L,140.0,100_200,2015_05_03_42.95_119.07,N0,SVR,20.0,45.0,35.0,8.333,High,HYS2,RN
0.262403584,18.53684211,PFR,160,537,Asia,China,11.738,,3,15.26,,3,4.29045,PFR_L,190.0,100_200,2015_05_03_42.95_119.07,N0,SVR,20.0,45.0,36.0,8.333,High,HYS2,RN
0.377291127,30.12857143,PFR,160,538,Asia,China,9.203,,3,13.421,,3,72.24865,PFR_M,140.0,100_200,2016_05_02_42.95_119.07,N0,SVR,20.0,45.0,35.0,8.333,High,HYS2,RN
0.474015997,29.37368421,PFR,160,538,Asia,China,9.203,,3,14.784,,3,72.24865,PFR_M,190.0,100_200,2016_05_02_42.95_119.07,N0,SVR,20.0,45.0,36.0,8.333,High,HYS2,RN
0.377174417,17.3397,Normal,161,539,Asia,China,7.5693,,4,11.03724,,4,0.0,,200.0,200_300,2016_04_15_36.33_107.35,N0,SVR,33.0,33.0,34.0,6.9,Conventional,,RN
0.376278844,15.39735,Normal,161,539,Asia,China,6.74061,,4,9.82008,,4,0.0,,200.0,200_300,2016_04_15_36.33_107.35,N0,SVR,33.0,33.0,34.0,6.9,Conventional,,RN
0.308853039,10.6191,Normal,161,539,Asia,China,5.86914,,4,7.99296,,4,0.0,,200.0,200_300,2016_04_15_36.33_107.35,N0,SVR,33.0,33.0,34.0,6.9,Conventional,,RN
0.370655138,14.9316,GFR,161,540,Asia,China,6.65574,,4,9.64206,,4,7.97607,GFR_L,200.0,200_300,2017_04_10_36.33_107.35,N0,SVR,33.0,33.0,34.0,6.9,Conventional,FS2,RN
0.590747185,19.05435,GFR,161,540,Asia,China,4.73202,,4,8.54289,,4,7.97607,GFR_L,200.0,200_300,2017_04_10_36.33_107.35,N0,SVR,33.0,33.0,34.0,6.9,Conventional,FS2,RN
0.317428466,7.2036,GFR,161,540,Asia,China,3.85641,,4,5.29713,,4,7.97607,GFR_L,200.0,200_300,2017_04_10_36.33_107.35,N0,SVR,33.0,33.0,34.0,6.9,Conventional,FS2,RN
0.561684041,30.95238095,PFR,162,541,North America,USA,6.9,,4,12.1,,4,0.68217,PFR_L,168.0,100_200,2018_05_25_37.75__89.06,N0,S,100.0,,,7.41,Conventional,FS1,RN
0.519483687,27.97619048,PFR,162,541,North America,USA,6.9,,4,11.6,,4,0.68217,PFR_L,168.0,100_200,2018_05_25_37.75__89.06,N0,SV,100.0,67.0,,7.41,Conventional,,RN
0.602175402,33.92857143,PFR,162,541,North America,USA,6.9,,4,12.6,,4,0.68217,PFR_L,168.0,100_200,2018_05_25_37.75__89.06,N0,SV,100.0,33.0,,7.41,Conventional,,RN
0.56991454,31.54761905,PFR,162,541,North America,USA,6.9,,4,12.2,,4,0.68217,PFR_L,168.0,100_200,2018_05_25_37.75__89.06,N0,V,,100.0,,7.41,Conventional,,RN
0.171850257,3.571428571,GFR,162,542,North America,USA,3.2,,4,3.8,,4,0.18856,GFR_L,168.0,100_200,2019_05_24_37.75__89.06,N0,S,100.0,,,7.41,Conventional,FS1,RN
0.753771802,21.42857143,GFR,162,542,North America,USA,3.2,,4,6.8,,4,0.18856,GFR_L,168.0,100_200,2019_05_24_37.75__89.06,N0,SV,33.0,67.0,,7.41,Conventional,FS2,RN
0.577315365,14.88095238,GFR,162,542,North America,USA,3.2,,4,5.7,,4,0.18856,GFR_L,168.0,100_200,2019_05_24_37.75__89.06,N0,SV,67.0,33.0,,7.41,Conventional,FS2,RN
0.810930216,23.80952381,GFR,162,542,North America,USA,3.2,,4,7.2,,4,0.18856,GFR_L,168.0,100_200,2019_05_24_37.75__89.06,N0,V,,100.0,,7.41,Conventional,,RN
1.128088736,30.62266667,GFR,165,546,Asia,China,1.97826,,3,6.11232,,3,2.03791,GFR_L,135.0,100_200,2012_03_25_30.43_106.43,N0,SVR,30.0,30.0,40.0,,,,RN
1.215445667,26.06683333,GFR,165,546,Asia,China,1.97826,,3,6.67029,,3,2.03791,GFR_L,180.0,100_200,2012_03_25_30.43_106.43,N0,SVR,30.0,30.0,40.0,,,,RN
0.548255284,29.49540741,GFR,165,547,Asia,China,5.4529,,3,9.43478,,3,108.94471,GFR_H,135.0,100_200,2013_03_25_30.43_106.43,N0,SVR,30.0,30.0,40.0,,,,RN
0.600623648,24.93961111,GFR,165,547,Asia,China,5.4529,,3,9.94203,,3,108.94471,GFR_H,180.0,100_200,2013_03_25_30.43_106.43,N0,SVR,30.0,30.0,40.0,,,,RN
0.454179079,22.35644444,GFR,165,548,Asia,China,5.25,,3,8.26812,,3,185.18812,GFR_H,135.0,100_200,2014_03_25_30.43_106.43,N0,SVR,30.0,30.0,40.0,,,,RN
0.496227009,18.73994444,GFR,165,548,Asia,China,5.25,,3,8.62319,,3,185.18812,GFR_H,180.0,100_200,2014_03_25_30.43_106.43,N0,SVR,30.0,30.0,40.0,,,,RN
0.780898833,37.57385185,GFR,165,549,Asia,China,4.28623,,3,9.3587,,3,6.4848,GFR_L,135.0,100_200,2015_03_25_30.43_106.43,N0,SVR,30.0,30.0,40.0,,,,RN
0.846452271,31.70288889,GFR,165,549,Asia,China,4.28623,,3,9.99275,,3,6.4848,GFR_L,180.0,100_200,2015_03_25_30.43_106.43,N0,SVR,30.0,30.0,40.0,,,,RN
1.200819758,55.42140741,GFR,165,550,Asia,China,3.22101,,3,10.7029,,3,13.84827,GFR_M,135.0,100_200,2016_03_25_30.43_106.43,N0,SVR,30.0,30.0,40.0,,,,RN
1.28049945,46.49772222,GFR,165,550,Asia,China,3.22101,,3,11.5906,,3,13.84827,GFR_M,180.0,100_200,2016_03_25_30.43_106.43,N0,SVR,30.0,30.0,40.0,,,,RN
1.390134299,36.82237037,GFR,165,551,Asia,China,1.64855,,3,6.61957,,3,328.54559,GFR_H,135.0,100_200,2017_03_25_30.43_106.43,N0,SVR,30.0,30.0,40.0,,,,RN
0.308406103,14.95358527,PFR,166,552,Asia,China,7.119696667,0.396051666,3,9.691713333,0.380966714,3,9.72477,PFR_L,172.0,100_200,2013_06_14_34.3_108.4,N0,SV,30.0,70.0,,6.0,Low,,RN
0.300161576,13.78841085,PFR,166,552,Asia,China,6.77453,0.361312293,3,9.146136667,0.368567238,3,9.72477,PFR_L,172.0,100_200,2013_06_14_34.3_108.4,N0,SV,30.0,70.0,,6.0,Low,,RN
0.180276743,4.166647285,PFR,166,553,Asia,China,3.62778,0.183587299,3,4.344443333,0.329281232,3,28.78476,PFR_M,172.0,100_200,2014_06_18_34.3_108.4,N0,SV,30.0,70.0,,6.0,Low,,RN
0.151010734,3.359166669,PFR,166,553,Asia,China,3.544443333,0.16187192,3,4.12222,0.145613517,3,28.78476,PFR_M,172.0,100_200,2014_06_18_34.3_108.4,N0,SV,30.0,70.0,,6.0,Low,,RN
0.291196906,10.19565892,PFR,166,554,Asia,China,5.187893333,0.285394889,3,6.941546667,0.388467131,3,28.78476,PFR_M,172.0,100_200,2014_06_14_34.3_108.4,N0,SV,30.0,70.0,,6.0,Low,,RN
0.178556481,5.85844961,PFR,166,554,Asia,China,5.15449,0.268787473,3,6.162143333,0.160485956,3,28.78476,PFR_M,172.0,100_200,2014_06_14_34.3_108.4,N0,SV,30.0,70.0,,6.0,Low,,RN
1.646149865,48.99558333,GFR,168,557,Asia,China,1.40423,0.26238,4,7.2837,0.61224,4,0.62518,GFR_L,120.0,100_200,2020_04_29_43.4_123.82,N0,S,100.0,,,6.5,High,HYS1,RN
1.610855478,31.26044444,GFR,168,557,Asia,China,1.40423,0.26238,4,7.03111,0.6997,4,0.62518,GFR_L,180.0,100_200,2020_04_29_43.4_123.82,N0,S,100.0,,,6.5,High,HYS1,RN
1.200286115,55.9205,GFR,168,557,Asia,China,2.89111,0.26238,4,9.60157,0.96206,4,0.62518,GFR_L,120.0,100_200,2020_04_29_43.4_123.82,N0,S,100.0,,,6.5,High,HYS1,RN
1.254462797,40.24994444,GFR,168,557,Asia,China,2.89111,0.26238,4,10.1361,1.0494,4,0.62518,GFR_L,180.0,100_200,2020_04_29_43.4_123.82,N0,S,100.0,,,6.5,High,HYS1,RN
1.135800572,62.47941667,GFR,168,557,Asia,China,3.54717,0.34968,4,11.0447,1.0498,4,0.62518,GFR_L,120.0,100_200,2020_04_29_43.4_123.82,N0,S,100.0,,,6.5,High,HYS1,RN
1.255875695,49.48127778,GFR,168,557,Asia,China,3.54717,0.34968,4,12.4538,1.2246,4,0.62518,GFR_L,180.0,100_200,2020_04_29_43.4_123.82,N0,S,100.0,,,6.5,High,HYS1,RN
1.659468475,54.46283333,Normal,168,558,Asia,China,1.53542,0.2624,4,8.07096,0.78736,4,0.0,,120.0,100_200,2021_05_03_43.4_123.82,N0,S,100.0,,,6.5,High,,RN
1.610737038,34.17588889,Normal,168,558,Asia,China,1.53542,0.2624,4,7.68708,0.787,4,0.0,,180.0,100_200,2021_05_03_43.4_123.82,N0,S,100.0,,,6.5,High,,RN
1.221254045,62.845,Normal,168,558,Asia,China,3.1535,0.34984,4,10.6949,0.962,4,0.0,,120.0,100_200,2021_05_03_43.4_123.82,N0,S,100.0,,,6.5,High,,RN
1.281638282,45.595,Normal,168,558,Asia,China,3.1535,0.34984,4,11.3606,0.962,4,0.0,,180.0,100_200,2021_05_03_43.4_123.82,N0,S,100.0,,,6.5,High,,RN
1.128922821,67.94716667,Normal,168,558,Asia,China,3.89694,0.34984,4,12.0506,1.2242,4,0.0,,120.0,100_200,2021_05_03_43.4_123.82,N0,S,100.0,,,6.5,High,,RN
1.242749876,53.36922222,Normal,168,558,Asia,China,3.89694,0.34984,4,13.5034,1.3994,4,0.0,,180.0,100_200,2021_05_03_43.4_123.82,N0,S,100.0,,,6.5,High,,RN
0.226037909,5.075,Normal,169,559,Asia,China,4.002,,3,5.017,,3,0.0,,200.0,200_300,2008_06_10_34.29_108.07,N0,SVR,50.0,25.0,25.0,6.0,Low,,RN
0.511353949,13.895,Normal,169,559,Asia,China,4.163,,3,6.942,,3,0.0,,200.0,200_300,2008_06_10_34.29_108.07,N0,SVR,50.0,25.0,25.0,6.0,Low,,RN
0.452741625,21.4,PFR,170,560,Asia,China,6.727,,3,10.579,,3,9.3028,PFR_L,180.0,100_200,2014_06_15_37.68_116.6,N0,SR,50.0,,50.0,6.75,High,HYS2,RN
0.520870384,25.87777778,PFR,170,560,Asia,China,6.815,,3,11.473,,3,9.3028,PFR_L,180.0,100_200,2014_06_15_37.68_116.6,N0,SR,50.0,,50.0,9.0,High,HYS2,RN
0.456824632,22.66666667,PFR,170,561,Asia,China,7.046,,3,11.126,,3,17.78045,PFR_M,180.0,100_200,2015_06_19_37.68_116.6,N0,SR,50.0,,50.0,6.75,High,HYS2,RN
0.561511054,28.99444444,PFR,170,561,Asia,China,6.928,,3,12.147,,3,17.78045,PFR_M,180.0,100_200,2015_06_19_37.68_116.6,N0,SR,50.0,,50.0,9.0,High,HYS2,RN
0.692290532,20.4022,PFR,171,562,Asia,China,4.08744,0.310747235,3,8.16788,0.300441533,3,477.50515,PFR_H,200.0,200_300,2017_06_15_35.07_112.93,N0,SV,50.0,50.0,,7.0,High,,RN
0.688529331,21.15866667,PFR,171,563,Asia,China,3.84398,0.448358672,3,7.65254,0.553719323,3,167.02102,PFR_H,180.0,100_200,2018_06_15_35.19_113.8,N0,SV,50.0,50.0,,7.0,High,,RN
0.776392567,18.79733333,PFR,171,563,Asia,China,3.84398,0.448358672,3,8.35534,0.657867538,3,167.02102,PFR_H,240.0,200_300,2018_06_15_35.19_113.8,N0,SV,50.0,50.0,,7.0,High,,RN
0.304349125,14.76744186,PFR,172,564,Asia,China,7.14,,3,9.68,,3,9.72477,PFR_L,172.0,100_200,2013_06_14_34.3_108.4,N0,SV,30.0,70.0,,6.0,Low,,RN
0.200166917,4.651162791,PFR,172,565,Asia,China,3.61,,3,4.41,,3,28.78476,PFR_M,172.0,100_200,2014_06_18_34.3_108.4,N0,SV,30.0,70.0,,6.0,Low,,RN
0.263950536,9.360465116,PFR,172,566,Asia,China,5.33,,3,6.94,,3,58.76391,PFR_M,172.0,100_200,2015_06_14_34.3_108.4,N0,SV,30.0,70.0,,6.0,Low,,RN
0.114325233,9.707168444,PFR,173,567,Asia,China,14.42650323,1.075380645,4,16.17379355,0.627380645,4,43.87244,PFR_M,180.0,100_200,2013_04_20_38.4_106.4,N0,SV,40.0,60.0,,8.25,High,,RN
0.103183745,8.711612889,PFR,173,567,Asia,China,14.42650323,1.075380645,4,15.99459355,2.329780645,4,43.87244,PFR_M,180.0,100_200,2013_04_20_38.4_106.4,N0,S,100.0,,,8.25,High,HYS1,RN
0.094745403,7.964946222,PFR,173,567,Asia,China,14.42650323,1.075380645,4,15.86019355,0.896180645,4,43.87244,PFR_M,180.0,100_200,2013_04_20_38.4_106.4,N0,S,100.0,,,8.25,High,HYS1,RN
0.696854305,39.29544085,GFR,173,568,Asia,China,7.021027097,1.979184516,4,14.09420645,0.899612903,4,29.92823,GFR_M,180.0,100_200,2014_04_16_38.4_106.4,N0,SV,40.0,60.0,,8.25,High,HYS2,RN
0.76197623,44.56425807,GFR,173,568,Asia,China,7.021027097,1.979184516,4,15.04259355,2.069109677,4,29.92823,GFR_M,180.0,100_200,2014_04_16_38.4_106.4,N0,S,100.0,,,8.25,High,HYS1,RN
0.839851754,51.33243013,GFR,173,568,Asia,China,7.021027097,1.979184516,4,16.26086452,2.338812903,4,29.92823,GFR_M,180.0,100_200,2014_04_16_38.4_106.4,N0,S,100.0,,,8.25,High,HYS1,RN
0.400856486,16.07644444,Normal,174,569,Asia,China,5.86847,0.38448,3,8.76223,1.05227,3,0.0,,180.0,100_200,2008_06_10_34.07_108.03,N0,SR,50.0,,50.0,7.5,High,,RN
0.500775152,16.07644444,Normal,174,570,Asia,China,4.45194,0.20236,3,7.3457,0.32378,3,0.0,,180.0,100_200,2009_06_10_34.07_108.03,N0,SR,50.0,,50.0,7.5,High,,RN
0.319212775,15.17705556,Normal,174,571,Asia,China,7.26476,0.14165,3,9.99663,0.34397,3,0.0,,180.0,100_200,2010_06_05_34.07_108.03,N0,SR,50.0,,50.0,7.5,High,,RN
0.513945968,19.33672222,Normal,174,572,Asia,China,5.18044,0.36425,3,8.66105,0.87015,3,0.0,,180.0,100_200,2011_06_05_34.07_108.03,N0,SR,50.0,,50.0,7.5,High,,RN
0.617545997,19.78644444,Normal,174,573,Asia,China,4.16863,0.36425,3,7.73019,0.70826,3,0.0,,180.0,100_200,2012_06_05_34.07_108.03,N0,SR,50.0,,50.0,7.5,High,,RN
0.853267491,25.29511111,Normal,174,574,Asia,China,3.37943,0.64755,3,7.93255,0.91062,3,0.0,,180.0,100_200,2013_06_05_34.07_108.03,N0,SR,50.0,,50.0,7.5,High,,RN
0.848202679,23.72122222,Normal,174,575,Asia,China,3.1973,0.2226,3,7.46712,0.56661,3,0.0,,180.0,100_200,2014_06_05_34.07_108.03,N0,SR,50.0,,50.0,7.5,High,,RN
0.241162057,10.42183623,PFR,177,580,Asia,China,6.95483871,,3,8.851612903,,3,16.79627,PFR_M,182.0,100_200,2015_06_15_36.19_116.19,N0,SV,50.0,50.0,,6.7,High,,RN
0.271315095,11.91066997,PFR,177,580,Asia,China,6.95483871,,3,9.122580645,,3,16.79627,PFR_M,182.0,100_200,2015_06_15_36.19_116.19,N0,SV,50.0,50.0,,6.7,High,,RN
0.251314428,10.91811414,PFR,177,580,Asia,China,6.95483871,,3,8.941935484,,3,16.79627,PFR_M,182.0,100_200,2015_06_15_36.19_116.19,N0,SV,50.0,50.0,,6.7,High,,RN
0.249811798,10.42183623,PFR,177,581,Asia,China,6.683870968,,3,8.580645161,,3,0.41283,PFR_L,182.0,100_200,2016_06_15_36.19_116.19,N0,SV,50.0,50.0,,6.7,High,,RN
0.291054757,12.40694789,PFR,177,581,Asia,China,6.683870968,,3,8.941935484,,3,0.41283,PFR_L,182.0,100_200,2016_06_15_36.19_116.19,N0,SV,50.0,50.0,,6.7,High,,RN
0.280902385,11.91066997,PFR,177,581,Asia,China,6.683870968,,3,8.851612903,,3,0.41283,PFR_L,182.0,100_200,2016_06_15_36.19_116.19,N0,SV,50.0,50.0,,6.7,High,,RN
0.276753002,10.91811414,PFR,177,582,Asia,China,6.232258065,,3,8.219354839,,3,33.4924,PFR_M,182.0,100_200,2017_06_15_36.19_116.19,N0,SV,50.0,50.0,,6.7,High,,RN
0.319770387,12.9032258,PFR,177,582,Asia,China,6.232258065,,3,8.580645161,,3,33.4924,PFR_M,182.0,100_200,2017_06_15_36.19_116.19,N0,SV,50.0,50.0,,6.7,High,,RN
0.287682072,11.41439205,PFR,177,582,Asia,China,6.232258065,,3,8.309677419,,3,33.4924,PFR_M,182.0,100_200,2017_06_15_36.19_116.19,N0,SV,50.0,50.0,,6.7,High,,RN
0.280902385,11.91066997,PFR,177,583,Asia,China,6.683870968,,3,8.851612903,,3,46.2229,PFR_M,182.0,100_200,2018_06_15_36.19_116.19,N0,SV,50.0,50.0,,6.7,High,,RN
0.349895257,15.38461538,PFR,177,583,Asia,China,6.683870968,,3,9.483870968,,3,46.2229,PFR_M,182.0,100_200,2018_06_15_36.19_116.19,N0,SV,50.0,50.0,,6.7,High,,RN
0.301105093,12.90322581,PFR,177,583,Asia,China,6.683870968,,3,9.032258065,,3,46.2229,PFR_M,182.0,100_200,2018_06_15_36.19_116.19,N0,SV,50.0,50.0,,6.7,High,,RN
0.212274301,8.888904762,PFR,182,595,Asia,China,7.89333,0.277128129,3,9.76,0.369498399,3,112.1216,PFR_H,210.0,200_300,2019_06_15_34.82_112.58,N0,SV,40.0,60.0,,6.0,Conventional,,RN
0.217723566,11.42857143,PFR,182,595,Asia,China,7.89333,0.277128129,3,9.81333,0.831332426,3,112.1216,PFR_H,168.0,100_200,2019_06_15_34.82_112.58,N0,SV,40.0,60.0,,6.0,Conventional,,RN
0.302608193,11.93652381,PFR,182,596,Asia,China,7.09333,0.554256258,3,9.6,0.369498399,3,15.07365,PFR_M,210.0,200_300,2020_06_15_34.82_112.58,N0,SV,40.0,60.0,,6.0,Conventional,,RN
0.308148028,15.23809524,PFR,182,596,Asia,China,7.09333,0.554256258,3,9.65333,0.554256258,3,15.07365,PFR_M,168.0,100_200,2020_06_15_34.82_112.58,N0,SV,40.0,60.0,,6.0,Conventional,,RN
0.29334781,11.42857143,PFR,182,597,Asia,China,7.04,0.923754657,3,9.44,0.554256258,3,96.64393,PFR_M,210.0,200_300,2021_06_15_34.82_112.58,N0,SV,40.0,60.0,,6.0,Conventional,,RN
0.281983694,13.65077381,PFR,182,597,Asia,China,7.04,0.923754657,3,9.33333,0.554256258,3,96.64393,PFR_M,168.0,100_200,2021_06_15_34.82_112.58,N0,SV,40.0,60.0,,6.0,Conventional,,RN
0.365459774,32.30769233,PFR,183,598,Asia,China,10.98461538,,3,15.83076923,,3,12.94985,PFR_M,150.0,100_200,2013_04_23_40.72_107.22,N0,VR,,33.0,67.0,7.5,High,,RN
0.411979789,28.0,PFR,183,598,Asia,China,10.98461538,,3,16.58461538,,3,12.94985,PFR_M,200.0,200_300,2013_04_23_40.72_107.22,N0,VR,,33.0,67.0,7.5,High,,RN
0.539943022,45.23076922,GFR,183,599,Asia,China,9.476923077,,3,16.26153846,,3,8.7551,GFR_L,150.0,100_200,2014_04_24_40.72_107.22,N0,VR,,33.0,67.0,7.5,High,,RN
0.597837001,38.76923077,GFR,183,599,Asia,China,9.476923077,,3,17.23076923,,3,8.7551,GFR_L,200.0,200_300,2014_04_24_40.72_107.22,N0,VR,,33.0,67.0,7.5,High,,RN
0.769687258,24.28571429,GFR,184,600,Asia,China,4.4,,3,9.5,,3,462.20661,GFR_H,210.0,200_300,2016_06_15_34.6_108.87,N0,VR,,43.0,57.0,10.0,High,,RN
0.810930216,26.19047619,GFR,184,600,Asia,China,4.4,,3,9.9,,3,462.20661,GFR_H,210.0,200_300,2016_06_15_34.6_108.87,N0,V,,100.0,,10.0,High,,RN
