env_ID,lat,lon,sowing_date,harvest_date,Duration,R1_date
1997_03_31_31.08__97.33,31.08,-97.33,1997/3/31,1997/8/25,,
1997_03_31_31.08__97.33,31.08,-97.33,1997/3/31,1997/8/25,,
1997_03_31_31.08__97.33,31.08,-97.33,1997/3/31,1997/8/25,,
2013_06_28_39.6_116.58,39.6,116.58,2013/6/28,2013/10/27,,2013/8/21
2013_06_28_39.6_116.58,39.6,116.58,2013/6/28,2013/10/27,,2013/8/21
2013_06_28_39.6_116.58,39.6,116.58,2013/6/28,2013/10/27,,2013/8/21
2013_06_28_39.6_116.58,39.6,116.58,2013/6/28,2013/10/27,,2013/8/21
2014_06_13_39.6_116.58,39.6,116.58,2014/6/13,2014/10/12,,2014/8/6
2014_06_13_39.6_116.58,39.6,116.58,2014/6/13,2014/10/12,,2014/8/6
2014_06_13_39.6_116.58,39.6,116.58,2014/6/13,2014/10/12,,2014/8/6
2014_06_13_39.6_116.58,39.6,116.58,2014/6/13,2014/10/12,,2014/8/6
2015_06_15_39.6_116.58,39.6,116.58,2015/6/15,2015/10/14,,2015/8/8
2015_06_15_39.6_116.58,39.6,116.58,2015/6/15,2015/10/14,,2015/8/8
2015_06_15_39.6_116.58,39.6,116.58,2015/6/15,2015/10/14,,2015/8/8
2015_06_15_39.6_116.58,39.6,116.58,2015/6/15,2015/10/14,,2015/8/8
2018_02_09__15.48__44.38,-15.48,-44.38,2018/2/9,2018/6/9,120,2018/4/9
2018_02_09__15.48__44.38,-15.48,-44.38,2018/2/9,2018/6/9,120,2018/4/9
2018_02_09__15.48__44.38,-15.48,-44.38,2018/2/9,2018/6/9,120,2018/4/9
2018_02_09__15.48__44.38,-15.48,-44.38,2018/2/9,2018/6/9,120,2018/4/9
2014_06_27_4.06__73.48,4.06,-73.48,2014/6/27,2014/11/12,138,
2014_06_27_4.06__73.48,4.06,-73.48,2014/6/27,2014/11/12,138,
2014_06_27_4.06__73.48,4.06,-73.48,2014/6/27,2014/11/12,138,
2014_06_27_4.06__73.48,4.06,-73.48,2014/6/27,2014/11/12,138,
2014_06_27_4.06__73.48,4.06,-73.48,2014/6/27,2014/11/12,138,
2002_09_15__31.83__60.52,-31.83,-60.52,2002/9/15,2003/1/15,122,2002/12/1
2002_09_15__31.83__60.52,-31.83,-60.52,2002/9/15,2003/1/15,122,2002/12/1
2002_12_26__31.83__60.52,-31.83,-60.52,2002/12/26,2003/4/7,102,2003/2/27
2003_09_03__31.83__60.52,-31.83,-60.52,2003/9/3,2004/1/14,133,2003/11/26
2003_09_03__31.83__60.52,-31.83,-60.52,2003/9/3,2004/1/14,133,2003/11/26
2003_12_29__31.83__60.52,-31.83,-60.52,2003/12/29,2004/4/5,98,2004/2/28
2003_12_29__31.83__60.52,-31.83,-60.52,2003/12/29,2004/4/5,98,2004/2/28
2006_09_15__31.85__60.54,-31.85,-60.54,2006/9/15,2007/1/17,124,
2006_09_15__31.85__60.54,-31.85,-60.54,2006/9/15,2007/1/17,124,
2006_09_15__31.85__60.54,-31.85,-60.54,2006/9/15,2007/1/17,124,
2008_09_15__31.85__60.54,-31.85,-60.54,2008/9/15,2009/1/17,124,
2008_09_15__31.85__60.54,-31.85,-60.54,2008/9/15,2009/1/17,124,
2008_09_15__31.85__60.54,-31.85,-60.54,2008/9/15,2009/1/17,124,
2009_09_15__31.85__60.54,-31.85,-60.54,2009/9/15,2010/1/17,124,
2009_09_15__31.85__60.54,-31.85,-60.54,2009/9/15,2010/1/17,124,
2009_09_15__31.85__60.54,-31.85,-60.54,2009/9/15,2010/1/17,124,
2010_09_15__31.85__60.54,-31.85,-60.54,2010/9/15,2011/1/17,124,
2010_09_15__31.85__60.54,-31.85,-60.54,2010/9/15,2011/1/17,124,
2010_09_15__31.85__60.54,-31.85,-60.54,2010/9/15,2011/1/17,124,
2011_09_15__31.85__60.54,-31.85,-60.54,2011/9/15,2012/1/17,124,
2011_09_15__31.85__60.54,-31.85,-60.54,2011/9/15,2012/1/17,124,
2011_09_15__31.85__60.54,-31.85,-60.54,2011/9/15,2012/1/17,124,
2012_09_15__31.85__60.54,-31.85,-60.54,2012/9/15,2013/1/17,124,
2012_09_15__31.85__60.54,-31.85,-60.54,2012/9/15,2013/1/17,124,
2012_09_15__31.85__60.54,-31.85,-60.54,2012/9/15,2013/1/17,124,
2012_04_25_40.14_116.18,40.14,116.18,2012/4/25,2012/9/10,138,2012/7/7
2012_04_25_40.14_116.18,40.14,116.18,2012/4/25,2012/9/10,138,2012/7/7
2012_04_25_40.14_116.18,40.14,116.18,2012/4/25,2012/9/10,138,2012/7/7
2012_04_25_40.14_116.18,40.14,116.18,2012/4/25,2012/9/10,138,2012/7/7
1995_05_06_44.23__95.3,44.23,-95.3,1995/5/6,1995/10/5,,
1995_05_06_44.23__95.3,44.23,-95.3,1995/5/6,1995/10/5,,
1997_04_25_44.23__95.3,44.23,-95.3,1997/4/25,1997/9/24,,
1997_04_25_44.23__95.3,44.23,-95.3,1997/4/25,1997/9/24,,
1997_04_25_44.23__95.3,44.23,-95.3,1997/4/25,1997/9/24,,
1999_04_29_44.23__95.3,44.23,-95.3,1999/4/29,1999/9/28,,
1999_04_29_44.23__95.3,44.23,-95.3,1999/4/29,1999/9/28,,
1999_04_29_44.23__95.3,44.23,-95.3,1999/4/29,1999/9/28,,
2012_06_10_22.33_87.33,22.33,87.33,2012/6/10,2012/9/8,90,2012/7/30
2012_06_10_22.33_87.33,22.33,87.33,2012/6/10,2012/9/8,90,2012/7/30
2012_06_10_22.33_87.33,22.33,87.33,2012/6/10,2012/9/8,90,2012/7/30
2012_06_25_22.33_87.33,22.33,87.33,2012/6/25,2012/9/23,90,2012/8/14
2012_06_25_22.33_87.33,22.33,87.33,2012/6/25,2012/9/23,90,2012/8/14
2012_06_25_22.33_87.33,22.33,87.33,2012/6/25,2012/9/23,90,2012/8/14
2014_06_10_22.33_87.33,22.33,87.33,2014/6/10,2014/9/8,90,2014/7/30
2014_06_10_22.33_87.33,22.33,87.33,2014/6/10,2014/9/8,90,2014/7/30
2014_06_10_22.33_87.33,22.33,87.33,2014/6/10,2014/9/8,90,2014/7/30
2014_06_25_22.33_87.33,22.33,87.33,2014/6/25,2014/9/23,90,2014/8/14
2014_06_25_22.33_87.33,22.33,87.33,2014/6/25,2014/9/23,90,2014/8/14
2014_06_25_22.33_87.33,22.33,87.33,2014/6/25,2014/9/23,90,2014/8/14
2013_01_05_22.33_87.33,22.33,87.33,2013/1/5,2013/4/5,90,2013/2/24
2013_01_05_22.33_87.33,22.33,87.33,2013/1/5,2013/4/5,90,2013/2/24
2013_01_05_22.33_87.33,22.33,87.33,2013/1/5,2013/4/5,90,2013/2/24
2013_01_25_22.33_87.33,22.33,87.33,2013/1/25,2013/4/26,91,2013/3/16
2013_01_25_22.33_87.33,22.33,87.33,2013/1/25,2013/4/26,91,2013/3/16
2013_01_25_22.33_87.33,22.33,87.33,2013/1/25,2013/4/26,91,2013/3/16
2014_01_05_22.33_87.33,22.33,87.33,2014/1/5,2014/4/5,90,2014/2/24
2014_01_05_22.33_87.33,22.33,87.33,2014/1/5,2014/4/5,90,2014/2/24
2014_01_05_22.33_87.33,22.33,87.33,2014/1/5,2014/4/5,90,2014/2/24
2014_01_25_22.33_87.33,22.33,87.33,2014/1/25,2014/4/26,91,2014/3/16
2014_01_25_22.33_87.33,22.33,87.33,2014/1/25,2014/4/26,91,2014/3/16
2014_01_25_22.33_87.33,22.33,87.33,2014/1/25,2014/4/26,91,2014/3/16
2017_05_09_36.15__97.29,36.15,-97.29,2017/5/9,2017/8/29,112,2017/6/23
2017_05_09_36.15__97.29,36.15,-97.29,2017/5/9,2017/8/29,112,2017/6/23
2017_05_09_36.15__97.29,36.15,-97.29,2017/5/9,2017/8/29,112,2017/6/23
2017_05_09_36.15__97.29,36.15,-97.29,2017/5/9,2017/8/29,112,2017/6/23
2017_05_09_36.15__97.29,36.15,-97.29,2017/5/9,2017/8/29,112,2017/6/23
2017_05_09_36.15__97.29,36.15,-97.29,2017/5/9,2017/8/29,112,2017/6/23
2018_05_01_36.15__97.29,36.15,-97.29,2018/5/1,2018/9/11,133,2018/6/15
2018_05_01_36.15__97.29,36.15,-97.29,2018/5/1,2018/9/11,133,2018/6/15
2018_05_01_36.15__97.29,36.15,-97.29,2018/5/1,2018/9/11,133,2018/6/15
2018_05_01_36.15__97.29,36.15,-97.29,2018/5/1,2018/9/11,133,2018/6/15
2018_05_01_36.15__97.29,36.15,-97.29,2018/5/1,2018/9/11,133,2018/6/15
2018_05_01_36.15__97.29,36.15,-97.29,2018/5/1,2018/9/11,133,2018/6/15
2017_04_19_35.99__97.04,35.99,-97.04,2017/4/19,2017/8/30,133,2017/6/22
2017_04_19_35.99__97.04,35.99,-97.04,2017/4/19,2017/8/30,133,2017/6/22
2017_04_19_35.99__97.04,35.99,-97.04,2017/4/19,2017/8/30,133,2017/6/22
2017_04_19_35.99__97.04,35.99,-97.04,2017/4/19,2017/8/30,133,2017/6/22
2017_04_19_35.99__97.04,35.99,-97.04,2017/4/19,2017/8/30,133,2017/6/22
2018_04_30_36.14__97.11,36.14,-97.11,2018/4/30,2018/9/10,133,2018/6/14
2018_04_30_36.14__97.11,36.14,-97.11,2018/4/30,2018/9/10,133,2018/6/14
2018_04_30_36.14__97.11,36.14,-97.11,2018/4/30,2018/9/10,133,2018/6/14
2018_04_30_36.14__97.11,36.14,-97.11,2018/4/30,2018/9/10,133,2018/6/14
2018_04_30_36.14__97.11,36.14,-97.11,2018/4/30,2018/9/10,133,2018/6/14
2018_04_30_36.14__97.11,36.14,-97.11,2018/4/30,2018/9/10,133,2018/6/14
2020_05_15_43.5_124.8,43.5,124.8,2020/5/15,2020/10/15,153,2020/7/26
2021_05_15_43.5_124.8,43.5,124.8,2021/5/15,2021/10/12,150,2021/7/26
2013_05_15_42.77__82.47,42.77,-82.47,2013/5/15,2013/11/1,170,2013/8/2
2013_05_15_42.77__82.47,42.77,-82.47,2013/5/15,2013/11/1,170,2013/8/2
2013_05_15_42.77__82.47,42.77,-82.47,2013/5/15,2013/11/8,177,2013/8/2
2013_05_15_42.77__82.47,42.77,-82.47,2013/5/15,2013/11/8,177,2013/8/2
2014_05_28_42.77__82.47,42.77,-82.47,2014/5/28,2014/11/10,166,2014/8/15
2014_05_28_42.77__82.47,42.77,-82.47,2014/5/28,2014/11/10,166,2014/8/15
2014_06_02_42.77__82.47,42.77,-82.47,2014/6/2,2014/11/7,158,2014/8/20
2014_06_02_42.77__82.47,42.77,-82.47,2014/6/2,2014/11/7,158,2014/8/20
2009_06_15_36.18_117.1,36.18,117.1,2009/6/15,2009/10/1,108,2009/8/7
2009_06_15_36.18_117.1,36.18,117.1,2009/6/15,2009/10/1,108,2009/8/7
2009_06_15_36.18_117.1,36.18,117.1,2009/6/15,2009/10/1,108,2009/8/7
2010_06_15_36.18_117.1,36.18,117.1,2010/6/15,2010/10/1,108,2010/8/7
2010_06_15_36.18_117.1,36.18,117.1,2010/6/15,2010/10/1,108,2010/8/7
2010_06_15_36.18_117.1,36.18,117.1,2010/6/15,2010/10/1,108,2010/8/7
2011_06_15_36.18_117.1,36.18,117.1,2011/6/15,2011/10/1,108,2011/8/7
2011_06_15_36.18_117.1,36.18,117.1,2011/6/15,2011/10/1,108,2011/8/7
2011_06_15_36.18_117.1,36.18,117.1,2011/6/15,2011/10/1,108,2011/8/7
2012_06_15_36.18_117.1,36.18,117.1,2012/6/15,2012/10/1,108,2012/8/7
2012_06_15_36.18_117.1,36.18,117.1,2012/6/15,2012/10/1,108,2012/8/7
2012_06_15_36.18_117.1,36.18,117.1,2012/6/15,2012/10/1,108,2012/8/7
2013_06_15_36.18_117.1,36.18,117.1,2013/6/15,2013/10/1,108,2013/8/7
2013_06_15_36.18_117.1,36.18,117.1,2013/6/15,2013/10/1,108,2013/8/7
2013_06_15_36.18_117.1,36.18,117.1,2013/6/15,2013/10/1,108,2013/8/7
2018_04_01_31.8_121.08,31.8,121.08,2018/4/1,2018/8/3,124,
2018_04_01_31.8_121.08,31.8,121.08,2018/4/1,2018/8/3,124,
2018_04_01_31.8_121.08,31.8,121.08,2018/4/1,2018/8/3,124,
2018_04_01_31.8_121.08,31.8,121.08,2018/4/1,2018/8/3,124,
2018_04_01_31.8_121.08,31.8,121.08,2018/4/1,2018/8/3,124,
2018_04_01_31.8_121.08,31.8,121.08,2018/4/1,2018/8/3,124,
2018_04_01_31.8_121.08,31.8,121.08,2018/4/1,2018/8/3,124,
2018_04_01_31.8_121.08,31.8,121.08,2018/4/1,2018/8/3,124,
2019_04_01_31.8_121.08,31.8,121.08,2019/4/1,2019/8/5,126,
2019_04_01_31.8_121.08,31.8,121.08,2019/4/1,2019/8/5,126,
2019_04_01_31.8_121.08,31.8,121.08,2019/4/1,2019/8/5,126,
2019_04_01_31.8_121.08,31.8,121.08,2019/4/1,2019/8/5,126,
2019_04_01_31.8_121.08,31.8,121.08,2019/4/1,2019/8/5,126,
2019_04_01_31.8_121.08,31.8,121.08,2019/4/1,2019/8/5,126,
2019_04_01_31.8_121.08,31.8,121.08,2019/4/1,2019/8/5,126,
2019_04_01_31.8_121.08,31.8,121.08,2019/4/1,2019/8/5,126,
2020_04_01_31.8_121.08,31.8,121.08,2020/4/1,2020/8/4,125,
2020_04_01_31.8_121.08,31.8,121.08,2020/4/1,2020/8/4,125,
2020_04_01_31.8_121.08,31.8,121.08,2020/4/1,2020/8/4,125,
2020_04_01_31.8_121.08,31.8,121.08,2020/4/1,2020/8/4,125,
2020_04_01_31.8_121.08,31.8,121.08,2020/4/1,2020/8/4,125,
2020_04_01_31.8_121.08,31.8,121.08,2020/4/1,2020/8/4,125,
2020_04_01_31.8_121.08,31.8,121.08,2020/4/1,2020/8/4,125,
2020_04_01_31.8_121.08,31.8,121.08,2020/4/1,2020/8/4,125,
2017_04_30_42.05__93.86,42.05,-93.86,2017/4/30,2017/9/29,,
2017_04_30_42.05__93.86,42.05,-93.86,2017/4/30,2017/9/29,,
2017_04_30_42.93__93.8,42.93,-93.8,2017/4/30,2017/9/29,,
2017_04_30_42.93__93.8,42.93,-93.8,2017/4/30,2017/9/29,,
2017_04_30_40.97__93.42,40.97,-93.42,2017/4/30,2017/9/29,,
2017_04_30_40.97__93.42,40.97,-93.42,2017/4/30,2017/9/29,,
2018_05_05_42.05__93.86,42.05,-93.86,2018/5/5,2018/10/4,,
2018_05_05_42.05__93.86,42.05,-93.86,2018/5/5,2018/10/4,,
2018_05_05_42.93__93.8,42.93,-93.8,2018/5/5,2018/10/4,,
2018_05_05_42.93__93.8,42.93,-93.8,2018/5/5,2018/10/4,,
2018_05_05_40.97__93.42,40.97,-93.42,2018/5/5,2018/10/4,,
2020_03_09_22.83_108.28,22.83,108.28,2020/3/9,2020/7/9,122,
2020_03_09_22.83_108.28,22.83,108.28,2020/3/9,2020/7/9,122,
2020_03_09_22.83_108.28,22.83,108.28,2020/3/9,2020/7/9,122,
2020_03_09_22.83_108.28,22.83,108.28,2020/3/9,2020/7/9,122,
2020_03_09_22.83_108.28,22.83,108.28,2020/3/9,2020/7/9,122,
2020_03_09_22.83_108.28,22.83,108.28,2020/3/9,2020/7/9,122,
2020_03_09_22.83_108.28,22.83,108.28,2020/3/9,2020/7/9,122,
2020_03_09_22.83_108.28,22.83,108.28,2020/3/9,2020/7/9,122,
2021_03_04_22.83_108.28,22.83,108.28,2021/3/4,2021/7/5,123,
2021_03_04_22.83_108.28,22.83,108.28,2021/3/4,2021/7/5,123,
2021_03_04_22.83_108.28,22.83,108.28,2021/3/4,2021/7/5,123,
2021_03_04_22.83_108.28,22.83,108.28,2021/3/4,2021/7/5,123,
2021_03_04_22.83_108.28,22.83,108.28,2021/3/4,2021/7/5,123,
2021_03_04_22.83_108.28,22.83,108.28,2021/3/4,2021/7/5,123,
2021_03_04_22.83_108.28,22.83,108.28,2021/3/4,2021/7/5,123,
2021_03_04_22.83_108.28,22.83,108.28,2021/3/4,2021/7/5,123,
2013_07_08_31.42_73.07,31.42,73.07,2013/7/8,2013/10/21,,2013/9/1
2013_07_08_31.42_73.07,31.42,73.07,2013/7/8,2013/10/21,,2013/9/1
2013_07_08_31.42_73.07,31.42,73.07,2013/7/8,2013/10/21,,2013/9/1
2013_07_08_31.42_73.07,31.42,73.07,2013/7/8,2013/10/21,,2013/9/1
2013_07_08_31.42_73.07,31.42,73.07,2013/7/8,2013/10/21,,2013/9/1
2013_07_08_31.42_73.07,31.42,73.07,2013/7/8,2013/10/21,,2013/9/1
2013_07_08_31.42_73.07,31.42,73.07,2013/7/8,2013/10/21,,2013/9/1
2013_07_08_31.42_73.07,31.42,73.07,2013/7/8,2013/10/21,,2013/9/1
2013_07_08_31.42_73.07,31.42,73.07,2013/7/8,2013/10/21,,2013/9/1
2005_10_14__37.75__58.3,-37.75,-58.3,2005/10/14,2006/3/11,148,2005/12/30
2006_10_13__37.75__58.3,-37.75,-58.3,2006/10/13,2007/3/8,146,2007/1/3
2006_10_11__35.45__60.88,-35.45,-60.88,2006/10/11,2007/2/15,127,2006/12/14
2006_10_11__35.45__60.88,-35.45,-60.88,2006/10/11,2007/2/15,127,2006/12/14
2007_09_24__35.45__60.88,-35.45,-60.88,2007/9/24,2008/2/7,136,2007/12/12
2007_09_24__35.45__60.88,-35.45,-60.88,2007/9/24,2008/2/7,136,2007/12/12
2016_05_25_40.58__98.14,40.58,-98.14,2016/5/25,2016/10/17,145,
2016_05_25_40.58__98.14,40.58,-98.14,2016/5/25,2016/10/17,145,
2016_05_25_40.58__98.14,40.58,-98.14,2016/5/25,2016/10/17,145,
2016_05_25_40.58__98.14,40.58,-98.14,2016/5/25,2016/10/17,145,
2017_05_09_40.58__98.14,40.58,-98.14,2017/5/9,2017/10/27,171,
2017_05_09_40.58__98.14,40.58,-98.14,2017/5/9,2017/10/27,171,
2017_05_09_40.58__98.14,40.58,-98.14,2017/5/9,2017/10/27,171,
2017_05_09_40.58__98.14,40.58,-98.14,2017/5/9,2017/10/27,171,
2018_05_02_40.58__98.14,40.58,-98.14,2018/5/2,2018/10/30,181,
2018_05_02_40.58__98.14,40.58,-98.14,2018/5/2,2018/10/30,181,
2018_05_02_40.58__98.14,40.58,-98.14,2018/5/2,2018/10/30,181,
2016_04_23_39.95__92.06,39.95,-92.06,2016/4/23,2016/9/23,153,
2016_04_23_39.95__92.06,39.95,-92.06,2016/4/23,2016/9/23,153,
2016_04_23_39.95__92.06,39.95,-92.06,2016/4/23,2016/9/23,153,
2016_04_23_39.95__92.06,39.95,-92.06,2016/4/23,2016/9/23,153,
2017_04_12_39.95__92.06,39.95,-92.06,2017/4/12,2017/9/26,167,
2017_04_12_39.95__92.06,39.95,-92.06,2017/4/12,2017/9/26,167,
2017_04_12_39.95__92.06,39.95,-92.06,2017/4/12,2017/9/26,167,
2017_04_12_39.95__92.06,39.95,-92.06,2017/4/12,2017/9/26,167,
2016_04_28_39.99__88.26,39.99,-88.26,2016/4/28,2016/10/15,170,
2016_04_28_39.99__88.26,39.99,-88.26,2016/4/28,2016/10/15,170,
2016_04_28_39.99__88.26,39.99,-88.26,2016/4/28,2016/10/15,170,
2016_04_28_39.99__88.26,39.99,-88.26,2016/4/28,2016/10/15,170,
2017_04_20_39.99__88.26,39.99,-88.26,2017/4/20,2017/10/21,184,
2017_04_20_39.99__88.26,39.99,-88.26,2017/4/20,2017/10/21,184,
2017_04_20_39.99__88.26,39.99,-88.26,2017/4/20,2017/10/21,184,
2017_04_20_39.99__88.26,39.99,-88.26,2017/4/20,2017/10/21,184,
2018_05_07_39.99__88.26,39.99,-88.26,2018/5/7,2018/11/3,180,
2018_05_07_39.99__88.26,39.99,-88.26,2018/5/7,2018/11/3,180,
2018_05_07_39.99__88.26,39.99,-88.26,2018/5/7,2018/11/3,180,
2018_05_07_39.99__88.26,39.99,-88.26,2018/5/7,2018/11/3,180,
2017_05_02_39.91__88.27,39.91,-88.27,2017/5/2,2017/10/25,176,
2017_05_02_39.91__88.27,39.91,-88.27,2017/5/2,2017/10/25,176,
2017_05_02_39.91__88.27,39.91,-88.27,2017/5/2,2017/10/25,176,
2017_05_02_39.91__88.27,39.91,-88.27,2017/5/2,2017/10/25,176,
2018_05_02_39.91__88.27,39.91,-88.27,2018/5/2,2018/11/7,189,
2018_05_02_39.91__88.27,39.91,-88.27,2018/5/2,2018/11/7,189,
2018_05_02_39.91__88.27,39.91,-88.27,2018/5/2,2018/11/7,189,
2018_05_02_39.91__88.27,39.91,-88.27,2018/5/2,2018/11/7,189,
2016_05_02_39.03__2.08,39.03,-2.08,2016/5/2,2016/11/4,186,
2016_04_18_40.05__3.52,40.05,-3.52,2016/4/18,2016/10/3,168,
2016_05_05_42.28__4.6,42.28,-4.6,2016/5/5,2016/10/18,166,
2015_06_14_36.18_117.1,36.18,117.1,2015/6/14,2015/10/1,109,2015/8/13
2015_06_14_36.18_117.1,36.18,117.1,2015/6/14,2015/10/1,109,2015/8/13
2015_06_14_36.18_117.1,36.18,117.1,2015/6/14,2015/10/1,109,2015/8/13
2016_06_13_36.18_117.1,36.18,117.1,2016/6/13,2016/10/1,110,2016/8/10
2016_06_13_36.18_117.1,36.18,117.1,2016/6/13,2016/10/1,110,2016/8/10
2016_06_13_36.18_117.1,36.18,117.1,2016/6/13,2016/10/1,110,2016/8/10
2018_06_11_34.3_108.4,34.3,108.4,2018/6/11,2018/9/29,110,2018/8/7
2018_06_11_34.3_108.4,34.3,108.4,2018/6/11,2018/9/29,110,2018/8/7
2018_06_11_34.3_108.4,34.3,108.4,2018/6/11,2018/9/29,110,2018/8/7
2018_06_11_34.3_108.4,34.3,108.4,2018/6/11,2018/9/29,110,2018/8/7
2018_06_11_34.3_108.4,34.3,108.4,2018/6/11,2018/9/29,110,2018/8/7
2018_06_11_34.3_108.4,34.3,108.4,2018/6/11,2018/9/29,110,2018/8/7
2019_06_14_34.3_108.4,34.3,108.4,2019/6/14,2019/9/29,107,2019/8/10
2019_06_14_34.3_108.4,34.3,108.4,2019/6/14,2019/9/29,107,2019/8/10
2019_06_14_34.3_108.4,34.3,108.4,2019/6/14,2019/9/29,107,2019/8/10
2019_06_14_34.3_108.4,34.3,108.4,2019/6/14,2019/9/29,107,2019/8/10
2019_06_14_34.3_108.4,34.3,108.4,2019/6/14,2019/9/29,107,2019/8/10
2019_06_14_34.3_108.4,34.3,108.4,2019/6/14,2019/9/29,107,2019/8/10
2005_04_27_40.02__92.19,40.02,-92.19,2005/4/27,2005/9/13,139,
2005_04_27_40.02__92.19,40.02,-92.19,2005/4/27,2005/9/13,139,
2005_04_27_40.02__92.19,40.02,-92.19,2005/4/27,2005/9/13,139,
2005_04_27_40.02__92.19,40.02,-92.19,2005/4/27,2005/9/13,139,
2005_04_27_40.02__92.19,40.02,-92.19,2005/4/27,2005/9/13,139,
2005_04_27_40.02__92.19,40.02,-92.19,2005/4/27,2005/9/13,139,
2005_04_27_40.02__92.19,40.02,-92.19,2005/4/27,2005/9/13,139,
2005_04_27_40.02__92.19,40.02,-92.19,2005/4/27,2005/9/13,139,
2005_04_27_40.02__92.19,40.02,-92.19,2005/4/27,2005/9/13,139,
2005_04_27_40.02__92.19,40.02,-92.19,2005/4/27,2005/9/13,139,
2005_04_27_40.02__92.19,40.02,-92.19,2005/4/27,2005/9/13,139,
2006_04_13_40.02__92.19,40.02,-92.19,2006/4/13,2006/9/12,152,
2006_04_13_40.02__92.19,40.02,-92.19,2006/4/13,2006/9/12,152,
2006_04_13_40.02__92.19,40.02,-92.19,2006/4/13,2006/9/12,152,
2006_04_13_40.02__92.19,40.02,-92.19,2006/4/13,2006/9/12,152,
2006_04_13_40.02__92.19,40.02,-92.19,2006/4/13,2006/9/12,152,
2006_04_13_40.02__92.19,40.02,-92.19,2006/4/13,2006/9/12,152,
2006_04_13_40.02__92.19,40.02,-92.19,2006/4/13,2006/9/12,152,
2006_04_13_40.02__92.19,40.02,-92.19,2006/4/13,2006/9/12,152,
2006_04_13_40.02__92.19,40.02,-92.19,2006/4/13,2006/9/12,152,
2006_04_13_40.02__92.19,40.02,-92.19,2006/4/13,2006/9/12,152,
2006_04_13_40.02__92.19,40.02,-92.19,2006/4/13,2006/9/12,152,
2006_04_13_40.02__92.19,40.02,-92.19,2006/4/13,2006/9/12,152,
2020_06_20_34.3_108.4,34.3,108.4,2020/6/20,2020/10/2,104,2020/8/14
2020_06_20_34.3_108.4,34.3,108.4,2020/6/20,2020/10/2,104,2020/8/14
2020_06_20_34.3_108.4,34.3,108.4,2020/6/20,2020/10/2,104,2020/8/14
2021_06_20_34.3_108.4,34.3,108.4,2021/6/20,2021/10/2,104,2021/8/14
2021_06_20_34.3_108.4,34.3,108.4,2021/6/20,2021/10/2,104,2021/8/14
2021_06_20_34.3_108.4,34.3,108.4,2021/6/20,2021/10/2,104,2021/8/14
2022_06_20_34.3_108.4,34.3,108.4,2022/6/20,2022/10/2,104,2022/8/14
2022_06_20_34.3_108.4,34.3,108.4,2022/6/20,2022/10/2,104,2022/8/14
2022_06_20_34.3_108.4,34.3,108.4,2022/6/20,2022/10/2,104,2022/8/14
2016_06_17_37_118.07,37,118.07,2016/6/17,2016/10/10,115,2016/8/16
2016_06_17_37_118.07,37,118.07,2016/6/17,2016/10/10,115,2016/8/16
2016_06_17_37_118.07,37,118.07,2016/6/17,2016/10/10,115,2016/8/16
2013_04_29_40.05__3.52,40.05,-3.52,2013/4/29,2013/9/25,149,
2013_04_29_40.05__3.52,40.05,-3.52,2013/4/29,2013/9/25,149,
2014_04_29_40.05__3.52,40.05,-3.52,2014/4/29,2014/9/25,149,
2014_04_29_40.05__3.52,40.05,-3.52,2014/4/29,2014/9/25,149,
2017_06_16_37.88_115.7,37.88,115.7,2017/6/16,2017/10/15,,
2017_06_16_37.88_115.7,37.88,115.7,2017/6/16,2017/10/15,,
2017_06_16_37.88_115.7,37.88,115.7,2017/6/16,2017/10/15,,
2017_06_16_37.88_115.7,37.88,115.7,2017/6/16,2017/10/15,,
2017_06_16_37.88_115.7,37.88,115.7,2017/6/16,2017/10/15,,
2017_06_16_37.88_115.7,37.88,115.7,2017/6/16,2017/10/15,,
2018_06_21_37.88_115.7,37.88,115.7,2018/6/21,2018/10/20,,
2018_06_21_37.88_115.7,37.88,115.7,2018/6/21,2018/10/20,,
2018_06_21_37.88_115.7,37.88,115.7,2018/6/21,2018/10/20,,
2019_06_19_37.88_115.7,37.88,115.7,2019/6/19,2019/10/18,,
2019_06_19_37.88_115.7,37.88,115.7,2019/6/19,2019/10/18,,
2019_06_19_37.88_115.7,37.88,115.7,2019/6/19,2019/10/18,,
2019_06_19_37.88_115.7,37.88,115.7,2019/6/19,2019/10/18,,
2006_10_20__33.93__60.57,-33.93,-60.57,2006/10/20,2007/2/25,,
2006_10_20__33.93__60.57,-33.93,-60.57,2006/10/20,2007/2/25,,
2006_10_20__33.93__60.57,-33.93,-60.57,2006/10/20,2007/2/25,,
2006_10_20__33.93__60.57,-33.93,-60.57,2006/10/20,2007/2/25,,
2017_06_15_35.3_113.87,35.3,113.87,2017/6/15,2017/10/14,,
2017_06_15_35.3_113.87,35.3,113.87,2017/6/15,2017/10/14,,
2017_06_15_35.3_113.87,35.3,113.87,2017/6/15,2017/10/14,,
2017_06_15_35.13_113.53,35.13,113.53,2017/6/15,2017/10/14,,
2017_06_15_35.13_113.53,35.13,113.53,2017/6/15,2017/10/14,,
2002_09_15__31.83__60.52,-31.83,-60.52,2002/9/15,2003/1/21,,2002/12/6
2002_09_15__31.83__60.52,-31.83,-60.52,2002/9/15,2003/1/21,,2002/12/6
2002_12_25__31.83__60.52,-31.83,-60.52,2002/12/25,2003/5/2,,2003/2/26
